otto_product_id,export_batch_id,asin,parent_asin,child_asin,amazon_url,product_title,brand,amazon_category,variation_attributes,amazon_price,coupon_detected,delivery_days,stock_status,rating,review_count,source_confidence_score,product_match_type,opportunity_type,marketplace_signal_sources,primary_discovery_source,secondary_discovery_sources,core_keyword,related_keywords,ebay_category_hint,demand_type,sell_within_30_days_confidence,stagnation_risk_score,demand_score,category_velocity_score,keyword_demand_score,competitor_success_score,saturation_score,trend_momentum_score,policy_risk_score,vero_risk_score,restricted_category_risk_score,ip_risk_score,edge_case_risk_score,fragility_score,variation_confusion_score,business_fit_score,competition_quality_score,total_cost_estimate,predicted_monthly_profit_per_100_listings,final_validation_score,validation_status,validated_at,raw_delivery_text,delivery_context,prime_signal_detected,prime_signal_source,fba_signal_detected,ships_from_amazon,sold_by_amazon,fulfilled_by_amazon,shipping_gate_result,shipping_review_required
OTTO-8dd5f495-7d6c-4ef8-b571-32726a7b2eb4,e5886edb-2d2c-450e-8580-75edc84dcdc4,B04YRKHHHH,,,https://www.amazon.com/dp/B04YRKHHHH,Mock product B04YRKHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,under sink organizer,,Home & Garden,steady,78.57265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,0,0,0,0,0,0,0,96.4,97.5,27.33,0,84.89082175925925,validated,2026-05-28T05:25:50.853Z,,,,,,,,,,
OTTO-e761eaa3-a1d4-4718-9e59-a80009d62f21,e5886edb-2d2c-450e-8580-75edc84dcdc4,B05YRKHHHH,,,https://www.amazon.com/dp/B05YRKHHHH,Mock product B05YRKHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,under sink organizer,,Home & Garden,steady,78.57265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,0,0,0,0,0,0,0,96.4,97.5,27.33,0,84.89082175925925,validated,2026-05-28T05:25:53.379Z,,,,,,,,,,
OTTO-4005a107-31a8-490f-9e1c-7c5a9bf6d6d2,e5886edb-2d2c-450e-8580-75edc84dcdc4,B06YRKHHHH,,,https://www.amazon.com/dp/B06YRKHHHH,Mock product B06YRKHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,under sink organizer,,Home & Garden,steady,78.57265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,0,0,0,0,0,0,0,96.4,97.5,27.33,0,84.89082175925925,validated,2026-05-28T05:25:55.977Z,,,,,,,,,,
OTTO-6f741dc2-cd75-44a1-a361-c1722195fea7,e5886edb-2d2c-450e-8580-75edc84dcdc4,B07YRKHHHH,,,https://www.amazon.com/dp/B07YRKHHHH,Mock product B07YRKHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,under sink organizer,,Home & Garden,steady,78.57265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,0,0,0,0,0,0,0,96.4,97.5,27.33,0,84.89082175925925,validated,2026-05-28T05:25:58.571Z,,,,,,,,,,
OTTO-0368528b-cdfa-4fa0-a93b-1e527b084b2a,e5886edb-2d2c-450e-8580-75edc84dcdc4,B08YRKHHHH,,,https://www.amazon.com/dp/B08YRKHHHH,Mock product B08YRKHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,under sink organizer,,Home & Garden,steady,78.57265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,0,0,0,0,0,0,0,96.4,97.5,27.33,0,84.89082175925925,validated,2026-05-28T05:26:01.156Z,,,,,,,,,,
OTTO-89a19d58-434a-43bb-a607-1985b7bbcfb9,e5886edb-2d2c-450e-8580-75edc84dcdc4,B0FQAJHHHH,,,https://www.amazon.com/dp/B0FQAJHHHH,Mock product B0FQAJHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,garage storage rack,,Home & Garden,steady,78.57265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,0,0,0,0,0,0,0,96.4,97.5,27.33,0,84.89082175925925,validated,2026-05-28T05:26:03.686Z,,,,,,,,,,
OTTO-23132053-6fda-4df3-97c1-500b7c213594,e5886edb-2d2c-450e-8580-75edc84dcdc4,B0GQAJHHHH,,,https://www.amazon.com/dp/B0GQAJHHHH,Mock product B0GQAJHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,garage storage rack,,Home & Garden,steady,78.57265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,0,0,0,0,0,0,0,96.4,97.5,27.33,0,84.89082175925925,validated,2026-05-28T05:26:06.409Z,,,,,,,,,,
OTTO-18150db3-d61f-4f65-84a6-2778a34036df,e5886edb-2d2c-450e-8580-75edc84dcdc4,B0HQAJHHHH,,,https://www.amazon.com/dp/B0HQAJHHHH,Mock product B0HQAJHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,garage storage rack,,Home & Garden,steady,78.57265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,0,0,0,0,0,0,0,96.4,97.5,27.33,0,84.89082175925925,validated,2026-05-28T05:26:08.914Z,,,,,,,,,,
OTTO-b2f6f935-0f43-4303-9def-cc945912058d,e5886edb-2d2c-450e-8580-75edc84dcdc4,B0JQAJHHHH,,,https://www.amazon.com/dp/B0JQAJHHHH,Mock product B0JQAJHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,garage storage rack,,Home & Garden,steady,78.57265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,0,0,0,0,0,0,0,96.4,97.5,27.33,0,84.89082175925925,validated,2026-05-28T05:26:11.440Z,,,,,,,,,,
OTTO-e60083ce-4422-43eb-9812-982d1307d6f3,e5886edb-2d2c-450e-8580-75edc84dcdc4,B0KQAJHHHH,,,https://www.amazon.com/dp/B0KQAJHHHH,Mock product B0KQAJHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,garage storage rack,,Home & Garden,steady,78.57265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,0,0,0,0,0,0,0,96.4,97.5,27.33,0,84.89082175925925,validated,2026-05-28T05:26:13.955Z,,,,,,,,,,
OTTO-8e50d94a-b932-4aff-af97-761ee2cf584b,e5886edb-2d2c-450e-8580-75edc84dcdc4,B0XGRJHHHH,,,https://www.amazon.com/dp/B0XGRJHHHH,Mock product B0XGRJHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,desk cable organizer,,Home & Garden,steady,78.57265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,0,0,0,0,0,0,0,96.4,97.5,27.33,0,84.89082175925925,validated,2026-05-28T05:26:16.457Z,,,,,,,,,,
OTTO-59692b9e-b9cf-4466-8cfe-84af25b8b438,e5886edb-2d2c-450e-8580-75edc84dcdc4,B0YGRJHHHH,,,https://www.amazon.com/dp/B0YGRJHHHH,Mock product B0YGRJHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,desk cable organizer,,Home & Garden,steady,78.57265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,0,0,0,0,0,0,0,96.4,97.5,27.33,0,84.89082175925925,validated,2026-05-28T05:26:19.013Z,,,,,,,,,,
OTTO-2034a2db-6d60-477c-aee6-252cf808c106,e5886edb-2d2c-450e-8580-75edc84dcdc4,B0ZGRJHHHH,,,https://www.amazon.com/dp/B0ZGRJHHHH,Mock product B0ZGRJHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,desk cable organizer,,Home & Garden,steady,78.57265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,0,0,0,0,0,0,0,96.4,97.5,27.33,0,84.89082175925925,validated,2026-05-28T05:26:22.048Z,,,,,,,,,,
OTTO-9c42130b-ad0c-4b2d-8ad5-6fad562c9237,e5886edb-2d2c-450e-8580-75edc84dcdc4,B02GRJHHHH,,,https://www.amazon.com/dp/B02GRJHHHH,Mock product B02GRJHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,desk cable organizer,,Home & Garden,steady,78.57265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,0,0,0,0,0,0,0,96.4,97.5,27.33,0,84.89082175925925,validated,2026-05-28T05:26:24.601Z,,,,,,,,,,
OTTO-7e88a8d6-c1e3-4d20-9fb2-45f89081e795,e5886edb-2d2c-450e-8580-75edc84dcdc4,B03GRJHHHH,,,https://www.amazon.com/dp/B03GRJHHHH,Mock product B03GRJHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,desk cable organizer,,Home & Garden,steady,78.57265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,0,0,0,0,0,0,0,96.4,97.5,27.33,0,84.89082175925925,validated,2026-05-28T05:26:27.105Z,,,,,,,,,,
OTTO-28c3ed12-9e3b-4506-9919-288af28d8b0c,e5886edb-2d2c-450e-8580-75edc84dcdc4,B0HTXHHHHH,,,https://www.amazon.com/dp/B0HTXHHHHH,Mock product B0HTXHHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,95.28571428571429,exact,direct_match,ebay_browse_api,ebay_browse_api,,garden kneeling pad,,Home & Garden,steady,78.65122354497353,20,76.55886243386243,59,100,75,53.63095238095238,70,0,0,0,0,0,0,0,96.4,97.5,27.33,0,84.91046461640211,validated,2026-05-28T05:26:29.698Z,,,,,,,,,,
OTTO-9c313ee4-2043-4a2a-a584-e7bd26491610,e5886edb-2d2c-450e-8580-75edc84dcdc4,B0JTXHHHHH,,,https://www.amazon.com/dp/B0JTXHHHHH,Mock product B0JTXHHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,95.28571428571429,exact,direct_match,ebay_browse_api,ebay_browse_api,,garden kneeling pad,,Home & Garden,steady,78.65122354497353,20,76.55886243386243,59,100,75,53.63095238095238,70,0,0,0,0,0,0,0,96.4,97.5,27.33,0,84.91046461640211,validated,2026-05-28T05:26:32.302Z,,,,,,,,,,
OTTO-2cc89906-dae7-46d3-b254-8a753403a76f,e5886edb-2d2c-450e-8580-75edc84dcdc4,B0KTXHHHHH,,,https://www.amazon.com/dp/B0KTXHHHHH,Mock product B0KTXHHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,95.28571428571429,exact,direct_match,ebay_browse_api,ebay_browse_api,,garden kneeling pad,,Home & Garden,steady,78.65122354497353,20,76.55886243386243,59,100,75,53.63095238095238,70,0,0,0,0,0,0,0,96.4,97.5,27.33,0,84.91046461640211,validated,2026-05-28T05:26:34.839Z,,,,,,,,,,
OTTO-8b74c379-c307-4272-8bd1-28c831806714,e5886edb-2d2c-450e-8580-75edc84dcdc4,B0LTXHHHHH,,,https://www.amazon.com/dp/B0LTXHHHHH,Mock product B0LTXHHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,95.28571428571429,exact,direct_match,ebay_browse_api,ebay_browse_api,,garden kneeling pad,,Home & Garden,steady,78.65122354497353,20,76.55886243386243,59,100,75,53.63095238095238,70,0,0,0,0,0,0,0,96.4,97.5,27.33,0,84.91046461640211,validated,2026-05-28T05:26:37.366Z,,,,,,,,,,
