otto_product_id,export_batch_id,asin,parent_asin,child_asin,amazon_url,product_title,brand,amazon_category,variation_attributes,amazon_price,coupon_detected,delivery_days,stock_status,rating,review_count,source_confidence_score,product_match_type,opportunity_type,marketplace_signal_sources,primary_discovery_source,secondary_discovery_sources,core_keyword,related_keywords,ebay_category_hint,demand_type,sell_within_30_days_confidence,stagnation_risk_score,demand_score,category_velocity_score,keyword_demand_score,competitor_success_score,saturation_score,trend_momentum_score,policy_risk_score,vero_risk_score,restricted_category_risk_score,ip_risk_score,edge_case_risk_score,fragility_score,variation_confusion_score,total_cost_estimate,predicted_monthly_profit_per_100_listings,final_validation_score,validation_status,validated_at
OTTO-c4191fd0-f987-457b-968c-d06609a08ed5,016c77fb-bfc9-41b8-8e70-18ea230a18f5,B04YRKHHHH,,,https://www.amazon.com/dp/B04YRKHHHH,Mock product B04YRKHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,under sink organizer,,Home & Garden,steady,78.07265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,6.25,0,0,20,15,0,0,27.33,0,80.79534060846562,validated,2026-05-22T18:20:04.264Z
OTTO-442ac451-3bdb-44e2-8c82-6c194858451c,016c77fb-bfc9-41b8-8e70-18ea230a18f5,B05YRKHHHH,,,https://www.amazon.com/dp/B05YRKHHHH,Mock product B05YRKHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,under sink organizer,,Home & Garden,steady,78.07265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,6.25,0,0,20,15,0,0,27.33,0,80.79534060846562,validated,2026-05-22T18:20:04.271Z
OTTO-a5ff6469-4cd5-4edd-9195-d8d98b8aab1c,016c77fb-bfc9-41b8-8e70-18ea230a18f5,B06YRKHHHH,,,https://www.amazon.com/dp/B06YRKHHHH,Mock product B06YRKHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,under sink organizer,,Home & Garden,steady,78.07265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,6.25,0,0,20,15,0,0,27.33,0,80.79534060846562,validated,2026-05-22T18:20:04.277Z
OTTO-a59cf4d1-089f-49f0-aa5f-1704e90d05d0,016c77fb-bfc9-41b8-8e70-18ea230a18f5,B07YRKHHHH,,,https://www.amazon.com/dp/B07YRKHHHH,Mock product B07YRKHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,under sink organizer,,Home & Garden,steady,78.07265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,6.25,0,0,20,15,0,0,27.33,0,80.79534060846562,validated,2026-05-22T18:20:04.284Z
OTTO-3a5ef791-14e7-4cd9-b4db-7ec253ecc750,016c77fb-bfc9-41b8-8e70-18ea230a18f5,B08YRKHHHH,,,https://www.amazon.com/dp/B08YRKHHHH,Mock product B08YRKHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,under sink organizer,,Home & Garden,steady,78.07265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,6.25,0,0,20,15,0,0,27.33,0,80.79534060846562,validated,2026-05-22T18:20:04.294Z
OTTO-58024c27-2411-4e49-b996-db0a26e0f245,016c77fb-bfc9-41b8-8e70-18ea230a18f5,B0FQAJHHHH,,,https://www.amazon.com/dp/B0FQAJHHHH,Mock product B0FQAJHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,garage storage rack,,Home & Garden,steady,78.07265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,6.25,0,0,20,15,0,0,27.33,0,80.79534060846562,validated,2026-05-22T18:20:04.299Z
OTTO-927c4b36-efce-478a-b893-344d7b17d100,016c77fb-bfc9-41b8-8e70-18ea230a18f5,B0GQAJHHHH,,,https://www.amazon.com/dp/B0GQAJHHHH,Mock product B0GQAJHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,garage storage rack,,Home & Garden,steady,78.07265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,6.25,0,0,20,15,0,0,27.33,0,80.79534060846562,validated,2026-05-22T18:20:04.304Z
OTTO-d526f596-98d0-4892-a7fd-fe4e45c664aa,016c77fb-bfc9-41b8-8e70-18ea230a18f5,B0HQAJHHHH,,,https://www.amazon.com/dp/B0HQAJHHHH,Mock product B0HQAJHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,garage storage rack,,Home & Garden,steady,78.07265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,6.25,0,0,20,15,0,0,27.33,0,80.79534060846562,validated,2026-05-22T18:20:04.309Z
OTTO-b8c261ab-ceda-4ae6-88a6-ffe41b0418ad,016c77fb-bfc9-41b8-8e70-18ea230a18f5,B0JQAJHHHH,,,https://www.amazon.com/dp/B0JQAJHHHH,Mock product B0JQAJHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,garage storage rack,,Home & Garden,steady,78.07265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,6.25,0,0,20,15,0,0,27.33,0,80.79534060846562,validated,2026-05-22T18:20:04.315Z
OTTO-8c104b77-5276-4c95-89b6-da70503342ef,016c77fb-bfc9-41b8-8e70-18ea230a18f5,B0KQAJHHHH,,,https://www.amazon.com/dp/B0KQAJHHHH,Mock product B0KQAJHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,garage storage rack,,Home & Garden,steady,78.07265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,6.25,0,0,20,15,0,0,27.33,0,80.79534060846562,validated,2026-05-22T18:20:04.321Z
