otto_product_id,export_batch_id,asin,parent_asin,child_asin,amazon_url,product_title,brand,amazon_category,variation_attributes,amazon_price,coupon_detected,delivery_days,stock_status,rating,review_count,source_confidence_score,product_match_type,opportunity_type,marketplace_signal_sources,primary_discovery_source,secondary_discovery_sources,core_keyword,related_keywords,ebay_category_hint,demand_type,sell_within_30_days_confidence,stagnation_risk_score,demand_score,category_velocity_score,keyword_demand_score,competitor_success_score,saturation_score,trend_momentum_score,policy_risk_score,vero_risk_score,restricted_category_risk_score,ip_risk_score,edge_case_risk_score,fragility_score,variation_confusion_score,business_fit_score,competition_quality_score,total_cost_estimate,predicted_monthly_profit_per_100_listings,final_validation_score,validation_status,validated_at,raw_delivery_text,delivery_context,prime_signal_detected,prime_signal_source,fba_signal_detected,ships_from_amazon,sold_by_amazon,fulfilled_by_amazon,shipping_gate_result,shipping_review_required
OTTO-7d837b14-51fb-4601-8699-bdbe2943796f,94878b19-f841-48ab-b067-bb807cdb5e3d,B04YRKHHHH,,,https://www.amazon.com/dp/B04YRKHHHH,Mock product B04YRKHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,under sink organizer,,Home & Garden,steady,78.57265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,0,0,0,0,0,0,0,96.4,97.5,27.33,0,84.89082175925925,validated,2026-05-28T02:46:50.424Z,,,,,,,,,,
OTTO-7641354b-c734-4ab5-91a0-91a4a44fa715,94878b19-f841-48ab-b067-bb807cdb5e3d,B05YRKHHHH,,,https://www.amazon.com/dp/B05YRKHHHH,Mock product B05YRKHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,under sink organizer,,Home & Garden,steady,78.57265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,0,0,0,0,0,0,0,96.4,97.5,27.33,0,84.89082175925925,validated,2026-05-28T02:46:52.864Z,,,,,,,,,,
OTTO-448f3afa-1550-4425-909c-ee64a094b265,94878b19-f841-48ab-b067-bb807cdb5e3d,B06YRKHHHH,,,https://www.amazon.com/dp/B06YRKHHHH,Mock product B06YRKHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,under sink organizer,,Home & Garden,steady,78.57265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,0,0,0,0,0,0,0,96.4,97.5,27.33,0,84.89082175925925,validated,2026-05-28T02:46:55.318Z,,,,,,,,,,
OTTO-c1c120f5-20d1-4152-a433-6b6daf1f45b3,94878b19-f841-48ab-b067-bb807cdb5e3d,B07YRKHHHH,,,https://www.amazon.com/dp/B07YRKHHHH,Mock product B07YRKHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,under sink organizer,,Home & Garden,steady,78.57265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,0,0,0,0,0,0,0,96.4,97.5,27.33,0,84.89082175925925,validated,2026-05-28T02:46:57.744Z,,,,,,,,,,
OTTO-2b2293b9-dd74-4a4e-9742-dadd3666a7cb,94878b19-f841-48ab-b067-bb807cdb5e3d,B08YRKHHHH,,,https://www.amazon.com/dp/B08YRKHHHH,Mock product B08YRKHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,under sink organizer,,Home & Garden,steady,78.57265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,0,0,0,0,0,0,0,96.4,97.5,27.33,0,84.89082175925925,validated,2026-05-28T02:47:00.181Z,,,,,,,,,,
OTTO-d7984069-33ee-49fa-918f-aa17c3e27f31,94878b19-f841-48ab-b067-bb807cdb5e3d,B0FQAJHHHH,,,https://www.amazon.com/dp/B0FQAJHHHH,Mock product B0FQAJHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,garage storage rack,,Home & Garden,steady,78.57265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,0,0,0,0,0,0,0,96.4,97.5,27.33,0,84.89082175925925,validated,2026-05-28T02:47:02.668Z,,,,,,,,,,
OTTO-cad6e070-cb6c-4f68-9601-85b20768dfc7,94878b19-f841-48ab-b067-bb807cdb5e3d,B0GQAJHHHH,,,https://www.amazon.com/dp/B0GQAJHHHH,Mock product B0GQAJHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,garage storage rack,,Home & Garden,steady,78.57265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,0,0,0,0,0,0,0,96.4,97.5,27.33,0,84.89082175925925,validated,2026-05-28T02:47:05.126Z,,,,,,,,,,
OTTO-65da5ae8-f10b-43be-8240-8425384f01f1,94878b19-f841-48ab-b067-bb807cdb5e3d,B0HQAJHHHH,,,https://www.amazon.com/dp/B0HQAJHHHH,Mock product B0HQAJHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,garage storage rack,,Home & Garden,steady,78.57265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,0,0,0,0,0,0,0,96.4,97.5,27.33,0,84.89082175925925,validated,2026-05-28T02:47:07.631Z,,,,,,,,,,
OTTO-a41d9279-bc13-4b62-abf2-0d270a11bbb2,94878b19-f841-48ab-b067-bb807cdb5e3d,B0JQAJHHHH,,,https://www.amazon.com/dp/B0JQAJHHHH,Mock product B0JQAJHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,garage storage rack,,Home & Garden,steady,78.57265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,0,0,0,0,0,0,0,96.4,97.5,27.33,0,84.89082175925925,validated,2026-05-28T02:47:10.171Z,,,,,,,,,,
OTTO-4aa08a4a-4e7d-417e-ac59-e2435c250e57,94878b19-f841-48ab-b067-bb807cdb5e3d,B0KQAJHHHH,,,https://www.amazon.com/dp/B0KQAJHHHH,Mock product B0KQAJHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,garage storage rack,,Home & Garden,steady,78.57265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,0,0,0,0,0,0,0,96.4,97.5,27.33,0,84.89082175925925,validated,2026-05-28T02:47:12.694Z,,,,,,,,,,
