otto_product_id,export_batch_id,asin,parent_asin,child_asin,amazon_url,product_title,brand,amazon_category,variation_attributes,amazon_price,coupon_detected,delivery_days,stock_status,rating,review_count,source_confidence_score,product_match_type,opportunity_type,marketplace_signal_sources,primary_discovery_source,secondary_discovery_sources,core_keyword,related_keywords,ebay_category_hint,demand_type,sell_within_30_days_confidence,stagnation_risk_score,demand_score,category_velocity_score,keyword_demand_score,competitor_success_score,saturation_score,trend_momentum_score,policy_risk_score,vero_risk_score,restricted_category_risk_score,ip_risk_score,edge_case_risk_score,fragility_score,variation_confusion_score,total_cost_estimate,predicted_monthly_profit_per_100_listings,final_validation_score,validation_status,validated_at
OTTO-8bc5b854-8456-4565-9479-5365074c2114,cc076f46-1c14-401d-b6a0-5228f9a81347,B04YRKHHHH,,,https://www.amazon.com/dp/B04YRKHHHH,Mock product B04YRKHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,under sink organizer,,Home & Garden,steady,78.07265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,0,0,0,0,0,0,0,27.33,0,82.04534060846562,validated,2026-05-24T20:43:06.042Z
OTTO-b761692f-187a-4a7b-bd09-6bec898b82dd,cc076f46-1c14-401d-b6a0-5228f9a81347,B05YRKHHHH,,,https://www.amazon.com/dp/B05YRKHHHH,Mock product B05YRKHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,under sink organizer,,Home & Garden,steady,78.07265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,0,0,0,0,0,0,0,27.33,0,82.04534060846562,validated,2026-05-24T20:43:07.189Z
OTTO-13d5f7c1-fe26-49d0-8053-018997e0c61f,cc076f46-1c14-401d-b6a0-5228f9a81347,B06YRKHHHH,,,https://www.amazon.com/dp/B06YRKHHHH,Mock product B06YRKHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,under sink organizer,,Home & Garden,steady,78.07265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,0,0,0,0,0,0,0,27.33,0,82.04534060846562,validated,2026-05-24T20:43:08.338Z
OTTO-91421bda-ef0f-4e1c-b9dc-a05f826c0b70,cc076f46-1c14-401d-b6a0-5228f9a81347,B07YRKHHHH,,,https://www.amazon.com/dp/B07YRKHHHH,Mock product B07YRKHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,under sink organizer,,Home & Garden,steady,78.07265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,0,0,0,0,0,0,0,27.33,0,82.04534060846562,validated,2026-05-24T20:43:09.489Z
OTTO-5b0ca39e-55bf-4d74-b64d-c28d00bfbc0b,cc076f46-1c14-401d-b6a0-5228f9a81347,B08YRKHHHH,,,https://www.amazon.com/dp/B08YRKHHHH,Mock product B08YRKHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,under sink organizer,,Home & Garden,steady,78.07265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,0,0,0,0,0,0,0,27.33,0,82.04534060846562,validated,2026-05-24T20:43:10.626Z
OTTO-cfc98ddf-8352-40f1-b5cc-24263aa90277,cc076f46-1c14-401d-b6a0-5228f9a81347,B0FQAJHHHH,,,https://www.amazon.com/dp/B0FQAJHHHH,Mock product B0FQAJHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,garage storage rack,,Home & Garden,steady,78.07265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,0,0,0,0,0,0,0,27.33,0,82.04534060846562,validated,2026-05-24T20:43:11.767Z
OTTO-20281ee9-536e-4de1-9b71-d609ce7a05e9,cc076f46-1c14-401d-b6a0-5228f9a81347,B0GQAJHHHH,,,https://www.amazon.com/dp/B0GQAJHHHH,Mock product B0GQAJHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,garage storage rack,,Home & Garden,steady,78.07265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,0,0,0,0,0,0,0,27.33,0,82.04534060846562,validated,2026-05-24T20:43:12.909Z
OTTO-3ac6def2-dc80-4b33-b0b9-ad30297f179b,cc076f46-1c14-401d-b6a0-5228f9a81347,B0HQAJHHHH,,,https://www.amazon.com/dp/B0HQAJHHHH,Mock product B0HQAJHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,garage storage rack,,Home & Garden,steady,78.07265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,0,0,0,0,0,0,0,27.33,0,82.04534060846562,validated,2026-05-24T20:43:14.094Z
OTTO-74302b37-aeaf-4d96-938b-555d42f0e532,cc076f46-1c14-401d-b6a0-5228f9a81347,B0JQAJHHHH,,,https://www.amazon.com/dp/B0JQAJHHHH,Mock product B0JQAJHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,garage storage rack,,Home & Garden,steady,78.07265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,0,0,0,0,0,0,0,27.33,0,82.04534060846562,validated,2026-05-24T20:43:15.320Z
OTTO-04d3dff5-3020-4308-8be9-e6fd9a656d21,cc076f46-1c14-401d-b6a0-5228f9a81347,B0KQAJHHHH,,,https://www.amazon.com/dp/B0KQAJHHHH,Mock product B0KQAJHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,garage storage rack,,Home & Garden,steady,78.07265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,0,0,0,0,0,0,0,27.33,0,82.04534060846562,validated,2026-05-24T20:43:16.528Z
