otto_product_id,export_batch_id,asin,parent_asin,child_asin,amazon_url,product_title,brand,amazon_category,variation_attributes,amazon_price,coupon_detected,delivery_days,stock_status,rating,review_count,source_confidence_score,product_match_type,opportunity_type,marketplace_signal_sources,primary_discovery_source,secondary_discovery_sources,core_keyword,related_keywords,ebay_category_hint,demand_type,sell_within_30_days_confidence,stagnation_risk_score,demand_score,category_velocity_score,keyword_demand_score,competitor_success_score,saturation_score,trend_momentum_score,policy_risk_score,vero_risk_score,restricted_category_risk_score,ip_risk_score,edge_case_risk_score,fragility_score,variation_confusion_score,total_cost_estimate,predicted_monthly_profit_per_100_listings,final_validation_score,validation_status,validated_at,raw_delivery_text,delivery_context,prime_signal_detected,prime_signal_source,fba_signal_detected,ships_from_amazon,sold_by_amazon,fulfilled_by_amazon,shipping_gate_result,shipping_review_required
OTTO-f482474f-0239-41c0-8f3c-299d978ea342,148073a0-424a-434d-8600-9558d65f9b3c,B04YRKHHHH,,,https://www.amazon.com/dp/B04YRKHHHH,Mock product B04YRKHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,under sink organizer,,Home & Garden,steady,78.57265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,0,0,0,0,0,0,0,27.33,0,82.19534060846563,validated,2026-05-25T01:53:40.597Z,,,,,,,,,,
OTTO-d9f8d7a7-dcb0-42e7-808c-01893beda67f,148073a0-424a-434d-8600-9558d65f9b3c,B05YRKHHHH,,,https://www.amazon.com/dp/B05YRKHHHH,Mock product B05YRKHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,under sink organizer,,Home & Garden,steady,78.57265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,0,0,0,0,0,0,0,27.33,0,82.19534060846563,validated,2026-05-25T01:53:41.931Z,,,,,,,,,,
OTTO-02cadf2d-8907-4ceb-82b7-62e5facf9aa7,148073a0-424a-434d-8600-9558d65f9b3c,B06YRKHHHH,,,https://www.amazon.com/dp/B06YRKHHHH,Mock product B06YRKHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,under sink organizer,,Home & Garden,steady,78.57265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,0,0,0,0,0,0,0,27.33,0,82.19534060846563,validated,2026-05-25T01:53:43.230Z,,,,,,,,,,
OTTO-6c6a0eb1-d750-40b2-ad62-04e7e34c63f4,148073a0-424a-434d-8600-9558d65f9b3c,B07YRKHHHH,,,https://www.amazon.com/dp/B07YRKHHHH,Mock product B07YRKHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,under sink organizer,,Home & Garden,steady,78.57265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,0,0,0,0,0,0,0,27.33,0,82.19534060846563,validated,2026-05-25T01:53:44.553Z,,,,,,,,,,
OTTO-215adc5d-748c-4831-86a0-02fa87ffb364,148073a0-424a-434d-8600-9558d65f9b3c,B08YRKHHHH,,,https://www.amazon.com/dp/B08YRKHHHH,Mock product B08YRKHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,under sink organizer,,Home & Garden,steady,78.57265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,0,0,0,0,0,0,0,27.33,0,82.19534060846563,validated,2026-05-25T01:53:45.852Z,,,,,,,,,,
OTTO-6215ffed-94b9-4996-bce2-f3d317bad507,148073a0-424a-434d-8600-9558d65f9b3c,B0FQAJHHHH,,,https://www.amazon.com/dp/B0FQAJHHHH,Mock product B0FQAJHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,garage storage rack,,Home & Garden,steady,78.57265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,0,0,0,0,0,0,0,27.33,0,82.19534060846563,validated,2026-05-25T01:53:47.140Z,,,,,,,,,,
OTTO-128df320-e1fa-4664-9fb8-8fcca7336d98,148073a0-424a-434d-8600-9558d65f9b3c,B0GQAJHHHH,,,https://www.amazon.com/dp/B0GQAJHHHH,Mock product B0GQAJHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,garage storage rack,,Home & Garden,steady,78.57265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,0,0,0,0,0,0,0,27.33,0,82.19534060846563,validated,2026-05-25T01:53:48.439Z,,,,,,,,,,
OTTO-d0a8a512-6583-409f-8713-ce6ce7d63258,148073a0-424a-434d-8600-9558d65f9b3c,B0HQAJHHHH,,,https://www.amazon.com/dp/B0HQAJHHHH,Mock product B0HQAJHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,garage storage rack,,Home & Garden,steady,78.57265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,0,0,0,0,0,0,0,27.33,0,82.19534060846563,validated,2026-05-25T01:53:49.725Z,,,,,,,,,,
OTTO-677bf10f-90a9-47d9-99c8-fca61b7f62d6,148073a0-424a-434d-8600-9558d65f9b3c,B0JQAJHHHH,,,https://www.amazon.com/dp/B0JQAJHHHH,Mock product B0JQAJHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,garage storage rack,,Home & Garden,steady,78.57265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,0,0,0,0,0,0,0,27.33,0,82.19534060846563,validated,2026-05-25T01:53:51.063Z,,,,,,,,,,
OTTO-b28b1539-33b1-49b4-920e-4df1c9a474e3,148073a0-424a-434d-8600-9558d65f9b3c,B0KQAJHHHH,,,https://www.amazon.com/dp/B0KQAJHHHH,Mock product B0KQAJHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,garage storage rack,,Home & Garden,steady,78.57265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,0,0,0,0,0,0,0,27.33,0,82.19534060846563,validated,2026-05-25T01:53:52.358Z,,,,,,,,,,
