otto_product_id,asin,amazon_url,product_title,brand,amazon_price,delivery_days,raw_delivery_text,delivery_context,prime_signal_detected,prime_signal_source,fba_signal_detected,ships_from_amazon,sold_by_amazon,fulfilled_by_amazon,shipping_gate_result,shipping_review_required,sell_within_30_days_confidence,stagnation_risk_score,policy_risk_score,final_validation_score,would_list_yes_no,asin_real_yes_no,demand_makes_sense_yes_no,low_risk_yes_no,notes
OTTO-3d635599-53bb-42c2-bbc4-8425112e340c,B0DTY91JWP,https://www.amazon.com/OLIPIC-Rolling-Adjustable-Warehouse-Firewood/dp/B0DTY91JWP/ref=sr_1_2,"Tire Rack, Rolling Tire Storage Rack 60"" X 59"" X 21"", Adjustable Metal Rolling Tire Rack for Indoor/Outdoor Use Tire Rack for Garage Warehouse, Also Be Used for Firewood Rack",OLIPIC,95.75,7,FREE delivery May 29 - June 2. Details,public_guest_zip,true,prime_badge,false,false,false,false,pass,false,71.30116236772488,25,0,78.75631963233528,,,,,
OTTO-4d08a400-1332-42cf-b461-426cab08e504,B0C8N81CZY,https://www.amazon.com/Management-Organizer-Accessories-Workspace-Organizers/dp/B0C8N81CZY/ref=sr_1_9,"Under Desk Cable Management Tray White, No Drill Desk Cable Management Organizer with Clamp for Desk Wire Management, PC Cord Organizer Accessories & Workspace Organizers for Office, Home",Kaiferty,13.99,4,"FREE delivery Saturday, May 30 on orders shipped by Amazon over $35 Or fastest delivery Friday, May 29. Order within 42 mins",public_guest_zip,true,prime_badge,false,false,false,false,pass,false,79.25901108020825,25,15,77.16017032589215,,,,,
OTTO-072739df-8802-4a82-b2dc-164fe90c8391,B0B82MZVFG,https://www.amazon.com/NODOCA-Management-Punch-Free-Newest-Organizer/dp/B0B82MZVFG/ref=sr_1_10,"NODOCA No Drill Under Desk Cable Management Tray, 14'' Wire Management, Punch-Free Clamp on, Metal Cable Tray, Wire Organizer Under Desk, Under Desk Basket for Office and Home, Black",NODOCA,26.99,4,"FREE delivery Saturday, May 30 on orders shipped by Amazon over $35 Or Prime members get FREE delivery Thursday, May 28. Order within 41 mins. Join Prime (function(f) {var _np=(window.P._namespace(""udm-sfx-prime-signup-ingress-script""));if(_np.guardFatal){_np.guardFatal(f)(_np);}else{f(_np);}}(function(P) { P.when('ready').execute(""udm-sfx-prime-signup-ingress-handler"", () => { P.load.js(""https://d2lbyuknrhysf9.cloudfront.net/SFXInjectableScript.js""); P.when(""sfx-injectable"").execute(""udm-sfx-prime-signup-ingress-flow"", async (api) => { const clientId = ""DetailPage""; const ingressId = ""sdmPrimeUpsell""; const redirectURL = btoa(window.location.pathname); const linkId = ""udm-sfx-prime-signup-trigger""; const experienceUUID = api.initiate({ clientId, ingressId, redirectURL, planOptimizationId: ""default"" }, {}); const ingressButtons = document.querySelectorAll(""#"" + linkId); ingressButtons.forEach(button => { button.onclick = () => { api.show(experienceUUID); }; }); /* look at the query params to see if we need to open the injectable immediately in the case of sign-in redirect */ const queryString = window.location.search; const urlParams = new URLSearchParams(queryString); const loadInjectableValue = urlParams.get('loadInjectable'); if (loadInjectableValue) { const [currClientId, currIngressId] = loadInjectableValue.split(""_""); if (currClientId === clientId && currIngressId === ingressId) { api.show(experienceUUID); } } }); }); }));",public_guest_zip,true,"prime_badge,delivery_text_prime,sold_by_amazon,fulfilled_by_amazon",true,false,true,true,pass,false,80.28629482569721,25,15,78.1971597434874,,,,,
OTTO-3a763ec4-96fb-4401-9773-828c1abc37ac,B089B4XZM4,https://www.amazon.com/VIVO-Management-Holder-Organizer-DESK-AC06-1C/dp/B089B4XZM4/ref=sr_1_1,"VIVO Under Desk 17 inch Cable Management Tray, Power Strip Holder, Cord Organizer, Wire Tamer for Office and Home, Black, DESK-AC06-1C",,19.99,4,"FREE delivery Saturday, May 30 on orders shipped by Amazon over $35 Or Prime members get FREE delivery Thursday, May 28. Order within 40 mins. Join Prime (function(f) {var _np=(window.P._namespace(""udm-sfx-prime-signup-ingress-script""));if(_np.guardFatal){_np.guardFatal(f)(_np);}else{f(_np);}}(function(P) { P.when('ready').execute(""udm-sfx-prime-signup-ingress-handler"", () => { P.load.js(""https://d2lbyuknrhysf9.cloudfront.net/SFXInjectableScript.js""); P.when(""sfx-injectable"").execute(""udm-sfx-prime-signup-ingress-flow"", async (api) => { const clientId = ""DetailPage""; const ingressId = ""sdmPrimeUpsell""; const redirectURL = btoa(window.location.pathname); const linkId = ""udm-sfx-prime-signup-trigger""; const experienceUUID = api.initiate({ clientId, ingressId, redirectURL, planOptimizationId: ""default"" }, {}); const ingressButtons = document.querySelectorAll(""#"" + linkId); ingressButtons.forEach(button => { button.onclick = () => { api.show(experienceUUID); }; }); /* look at the query params to see if we need to open the injectable immediately in the case of sign-in redirect */ const queryString = window.location.search; const urlParams = new URLSearchParams(queryString); const loadInjectableValue = urlParams.get('loadInjectable'); if (loadInjectableValue) { const [currClientId, currIngressId] = loadInjectableValue.split(""_""); if (currClientId === clientId && currIngressId === ingressId) { api.show(experienceUUID); } } }); }); }));",public_guest_zip,true,"prime_badge,delivery_text_prime,sold_by_amazon,fulfilled_by_amazon",true,false,true,true,pass,false,83.9048945459017,25,0,81.00645791059458,,,,,
OTTO-72d57e1a-20e6-4d85-8c70-e76ede1c766c,B0BZ3GHM8N,https://www.amazon.com/Under-Management-Organizer-Office-Standing/dp/B0BZ3GHM8N/ref=sr_1_1,"Under Desk Cable Management Tray No Drill, Metal Mesh Cable Management Under Desk with Clamp Mount, 2 Hole Cable Tray with Wire Management and Cord Organizer for Home Office Standing Desk",Litwaro,13.99,4,"FREE delivery Saturday, May 30 on orders shipped by Amazon over $35",public_guest_zip,true,prime_badge,false,false,false,false,pass,false,81.383192651278,25,15,78.0567110771743,,,,,
OTTO-4833c8f8-90b0-4ebd-a7c4-6074bcbfb9c2,B08GCJ9LHB,https://www.amazon.com/Goplus-Foldable-Kneeler-Portable-Pouches/dp/B08GCJ9LHB/ref=sr_1_4,"Goplus Garden Kneeler and Seat, Foldable Garden Bench for Kneeling & Sitting, Widened 8"" EVA Soft Foam Pad, Heavy-Duty Garden Stool w/ 2 Large Tool Pouches, Gardening Gift for Women Men Seniors",Goplus,40.98,6,FREE delivery May 28 - June 1. Details,public_guest_zip,false,,false,false,false,false,pass,false,70.60085976222753,25,0,78.61671539300892,,,,,
OTTO-eb242268-3c41-464b-af53-5297c875e2ef,B0CMCS65GB,https://www.amazon.com/HOOPLE-Kneeling-Waterproof-Gardening-Lightweight/dp/B0CMCS65GB/ref=sr_1_1,"HOOPLE Extra Thick Kneeling Pad, Soft Foam Kneeling Cushion, Waterproof Gardening Knee Pads, Lightweight Knee Mat for Bathing, Workout Supplies, Exercise Yoga, Garden Work Gifts 17.5 x 11 x 1 in, Black",HOOPLE,12.99,4,"FREE delivery Saturday, May 30 on orders shipped by Amazon over $35 Or fastest delivery Friday, May 29. Order within 37 mins",public_guest_zip,true,"prime_badge,sold_by_amazon,fulfilled_by_amazon",true,false,true,true,pass,false,90.04839126098669,25,15,81.92286104692593,,,,,
OTTO-ace92ebe-cd17-478d-8451-9993ec56192f,B098QQ2B4B,https://www.amazon.com/HappyPicnic-Waterproof-Kneeling-Exercise-Planting/dp/B098QQ2B4B/ref=sr_1_1,"HappyPicnic Waterproof Garden Kneeling Pad - 2"" Thick Soft Foam Kneeling Mat for Gardeners with Handle & Removable Cover, Knee Support for Bathing, Grey",HappyPicnic,17.98,4,"FREE delivery Saturday, May 30 on orders shipped by Amazon over $35 Or fastest delivery Friday, May 29. Order within 37 mins",public_guest_zip,true,prime_badge,false,false,false,false,pass,false,83.6708973944875,25,0,81.87638332207736,,,,,
OTTO-98816611-7537-4180-b47c-6c826ec39825,B0D6FP8CS2,https://www.amazon.com/YSSOA-2024-Garden-Kneeler-Seat/dp/B0D6FP8CS2/ref=sr_1_9,"YSSOA New Garden Kneeler and Seat, Foldable Kneeling Bench, Hold Up to 330lb, with Sturdy Soft EVA Foam Pad and 2 Tool Pouch for Gardening, Fishing, Camping, Green",YSSOA,32.99,8,"FREE delivery Wednesday, June 3. Details Or fastest delivery Thursday, May 28. Order within 2 hrs 37 mins. Details",public_guest_zip,true,prime_badge,false,false,false,false,pass,false,72.35517831604453,25,0,78.806700503932,,,,,
OTTO-6673b778-b3b0-49f7-9b2c-0903f815aa1d,B0BVVDC3KH,https://www.amazon.com/WORKPRO-Kneeling-Cushioning-Gardening-Supplies/dp/B0BVVDC3KH/ref=sr_1_3,"WORKPRO Extra Thick Kneeling Pad, Soft NBR Foam Cushioning for Knee, Large Foam Kneeler Mat for Gardening, Bathing Baby, Exercise, Workout Supplies, 17.5 x 11 x 1.5 in, Black",WORKPRO,15.19,4,"FREE delivery Saturday, May 30 on orders shipped by Amazon over $35",public_guest_zip,true,prime_badge,false,false,false,false,pass,false,89.80467464992874,25,0,83.7356025616276,,,,,
