otto_product_id,export_batch_id,asin,parent_asin,child_asin,amazon_url,product_title,brand,amazon_category,variation_attributes,amazon_price,coupon_detected,delivery_days,stock_status,rating,review_count,source_confidence_score,product_match_type,opportunity_type,marketplace_signal_sources,primary_discovery_source,secondary_discovery_sources,core_keyword,related_keywords,ebay_category_hint,demand_type,sell_within_30_days_confidence,stagnation_risk_score,demand_score,category_velocity_score,keyword_demand_score,competitor_success_score,saturation_score,trend_momentum_score,policy_risk_score,vero_risk_score,restricted_category_risk_score,ip_risk_score,edge_case_risk_score,fragility_score,variation_confusion_score,total_cost_estimate,predicted_monthly_profit_per_100_listings,final_validation_score,validation_status,validated_at
OTTO-76520e36-e2b7-4229-8f05-335b9e6871e8,00e3b83f-1a54-473f-9963-edd441a48c00,B0DZC6CPNB,,,https://www.amazon.com/Klutch-Gladiator-Overhead-Garage-Storage/dp/B0DZC6CPNB/ref=sr_1_1,"Klutch Overhead Garage Storage Rack — Adjustable Height, 96in.L x 48in.D x 23–37in.H",Klutch,Tools & Home Improvement > Storage & Home Organization > Garage Storage > Storage Racks,,124.99,false,5,in_stock,4.3,26,82.86666666666667,exact,direct_match,ebay_browse_api,ebay_browse_api,,garage storage rack,,Other Home Organization,steady,84.1917933723197,25,74.87290448343082,67.90877192982455,100,65.61842105263163,43.94736842105263,88,0,0,0,0,0,0,0,141.7,0,82.70669980506825,validated,2026-05-24T17:40:30.753Z
OTTO-39830ae5-4508-4177-af09-c515e9edbe1d,00e3b83f-1a54-473f-9963-edd441a48c00,B0DTY91JWP,,,https://www.amazon.com/OLIPIC-Rolling-Adjustable-Warehouse-Firewood/dp/B0DTY91JWP/ref=sr_1_3,"Tire Rack, Rolling Tire Storage Rack 60"" X 59"" X 21"", Adjustable Metal Rolling Tire Rack for Indoor/Outdoor Use Tire Rack for Garage Warehouse, Also Be Used for Firewood Rack",OLIPIC,Automotive > Tools & Equipment > Tire & Wheel Tools > Tire Repair Tools,,95.75,false,9,in_stock,5,2,77.31428571428572,similar,direct_match,ebay_browse_api,ebay_browse_api,,garage storage rack,,Other Home Organization,steady,71.5399507936508,25,70.83355555555558,36.681999999999995,100,61.16000000000007,46.333333333333336,92,0,0,0,0,0,0,0,108.59,0,77.29540746031749,validated,2026-05-24T17:40:47.125Z
OTTO-bda99367-d0ea-401b-8f4b-35a902d2ba9e,00e3b83f-1a54-473f-9963-edd441a48c00,B0F1YL7C2T,,,https://www.amazon.com/Management-Cord%E3%80%91%E3%80%90Enhanced-Organizer-Adjustable-Reusable/dp/B0F1YL7C2T/ref=sr_1_5,"Cable Management Under Desk, 【Up to 15 Cord】【Enhanced Wire Holder】 Cord Organizer, Adjustable Hook and Loop Cable Ties, Home Office Essentials, Cable Hider Clips Under Table, 20 Pair",fansto,Electronics > Accessories & Supplies > Cord Management > Cable Straps,,9.99,true,5,in_stock,4.5,609,76.55,similar,direct_match,ebay_browse_api,ebay_browse_api,,desk cable organizer,,Cable Ties & Organizers,steady,84.16312259198281,25,71.55511539079869,49.21307189542483,100,60.01960784313736,46.74599610836701,88,15,0,0,0,20,0,0,11.46,0,78.37098293391433,validated,2026-05-24T17:41:55.720Z
OTTO-76a14527-8987-4789-b6e7-f84317483872,00e3b83f-1a54-473f-9963-edd441a48c00,B0F1YL7C2T,,,https://www.amazon.com/Management-Cord%E3%80%91%E3%80%90Enhanced-Organizer-Adjustable-Reusable/dp/B0F1YL7C2T/ref=sr_1_5,"Cable Management Under Desk, 【Up to 15 Cord】【Enhanced Wire Holder】 Cord Organizer, Adjustable Hook and Loop Cable Ties, Home Office Essentials, Cable Hider Clips Under Table, 20 Pair",fansto,Electronics > Accessories & Supplies > Cord Management > Cable Straps,,9.99,true,5,in_stock,4.5,609,76.55,similar,direct_match,ebay_browse_api,ebay_browse_api,,desk cable organizer,,Cable Ties & Organizers,steady,83.95293740679762,25,71.30783870234553,49.28169934640522,100,59.87254901960794,46.74599610836701,86,15,0,0,0,20,0,0,11.46,0,78.20901670297751,validated,2026-05-24T17:42:08.978Z
OTTO-3a1be6b8-3070-4f29-82f8-3dc05b6fe099,00e3b83f-1a54-473f-9963-edd441a48c00,B0C95BJG5S,,,https://www.amazon.com/POUT-Universal-Under-Management-Organizer/dp/B0C95BJG5S/ref=sr_1_1,POUT Universal Wide Under Desk Cable Management Tray Organizer - 23.6 x 5.3 inch – for Wire/Cable Management - Hanging Easily Removable Rack with Cable Management Holes – Sturdy Stylish Black Steel,POUT,Electronics > Accessories & Supplies > Cord Management > Cable Raceways,,19.99,false,5,in_stock,4,67,84.56666666666666,exact,direct_match,ebay_browse_api,ebay_browse_api,,desk cable organizer,,Cable Ties & Organizers,steady,72.21152497574359,25,68.55691391481817,48.92098765432098,100,61.611111111111185,46.63053297199638,100,0,0,0,0,0,0,0,22.79,0,76.58622305865036,validated,2026-05-24T17:43:22.681Z
OTTO-287bd51e-a383-4210-9f8d-41eabf577609,00e3b83f-1a54-473f-9963-edd441a48c00,B08GCJ9LHB,,,https://www.amazon.com/Goplus-Foldable-Kneeler-Portable-Pouches/dp/B08GCJ9LHB/ref=sr_1_3,"Goplus Garden Kneeler and Seat, Foldable Garden Bench for Kneeling & Sitting, Widened 8"" EVA Soft Foam Pad, Heavy-Duty Garden Stool w/ 2 Large Tool Pouches, Gardening Gift for Women Men Seniors",Goplus,"Patio, Lawn & Garden > Gardening & Lawn Care > Gloves & Protective Gear > Workseats",,40.98,false,8,in_stock,4.6,724,77.88399503722084,similar,direct_match,ebay_browse_api,ebay_browse_api,,garden kneeling pad,,"Garden Kneelers, Cushions & Seats",steady,72.0824385182055,25,67.72560739671847,45.09636363636362,100,58.638047138047014,44.076479076479075,86,0,0,0,0,0,0,0,46.56,0,76.21497451414906,validated,2026-05-24T17:43:49.436Z
OTTO-962a0d1a-719d-4303-928d-77411ff8fe47,00e3b83f-1a54-473f-9963-edd441a48c00,B0GHZNDHKP,,,https://www.amazon.com/Grenebo-High-Density-Kneeling-Gardening-17-3%C3%9711%C3%971-6/dp/B0GHZNDHKP/ref=sr_1_2,"Grenebo High-Density NBR Foam Garden Kneeling Pad, 1.6"" Extra Thick Gardening Pads for Kneeling, Ultra Soft Kneeling Pads for Gardening, Work, Exercise, Yoga, 17.3×11×1.6 in (2, Black)",Grenebo,"Patio, Lawn & Garden > Gardening & Lawn Care > Gloves & Protective Gear > Knee Pads & Kneeling Cushions",,20.99,false,5,in_stock,4.8,407,76.50172413793103,similar,direct_match,ebay_browse_api,ebay_browse_api,,garden kneeling pad,,"Garden Kneelers, Cushions & Seats",steady,76.62837423880653,25,68.87461084272678,59.69275362318841,100,63.64492753623188,36.972624798711756,84,0,0,0,0,0,0,0,23.92,0,78.03835660873268,validated,2026-05-24T17:44:03.254Z
OTTO-81d221db-3b97-464b-a4ca-4ea147b79fd5,00e3b83f-1a54-473f-9963-edd441a48c00,B0D2X29NGL,,,https://www.amazon.com/HOOPLE-Kneeling-Gardening-Waterproof-Lightweight/dp/B0D2X29NGL/ref=sr_1_1,"HOOPLE Kneeling Pad for Gardening, Lightweight Foam Knee Cushion for Garden, Bath, Yoga & Exercise, Waterproof Comfort Kneeling Mat for Home, Garage & Outdoor Work, Black 14.6 x 11.5 x 0.7 Inch",HOOPLE,"Patio, Lawn & Garden > Gardening & Lawn Care > Gloves & Protective Gear > Knee Pads & Kneeling Cushions",,9.99,false,5,in_stock,4.6,990,84.92241379310346,exact,direct_match,ebay_browse_api,ebay_browse_api,,garden kneeling pad,,"Garden Kneelers, Cushions & Seats",high_velocity,91.7114990159174,25,77.21046610685167,60.28192771084339,100,64.39156626506033,36.04965315808689,84,0,0,0,0,0,0,0,11.46,0,85.89763614751591,validated,2026-05-24T17:44:38.405Z
OTTO-032ada22-4e70-4e42-ad30-6398b84f33a8,00e3b83f-1a54-473f-9963-edd441a48c00,B0DS1QSHJL,,,https://www.amazon.com/Extra-Thick-Garden-Kneeling-Water-Resistant/dp/B0DS1QSHJL/ref=sr_1_1,"Extra Thick Garden Kneeling Pad - Foam Kneeling Pads for Gardening, Work & Exercise - Water-Resistant Knee Mat with Shock Absorbent Cushions for Baby Bath & Yoga, 17.2x11x1.5in, Black",fitply,"Patio, Lawn & Garden > Gardening & Lawn Care > Gloves & Protective Gear > Knee Pads & Kneeling Cushions",,10.99,false,8,in_stock,4.1,15,84.57407407407408,exact,direct_match,ebay_browse_api,ebay_browse_api,,garden kneeling pad,,"Garden Kneelers, Cushions & Seats",steady,81.90333065928519,25,76.27909129376927,59.99999999999999,100,65.40760869565258,40.260234846080614,80,0,0,0,0,0,0,0,12.6,0,82.58263571529328,validated,2026-05-24T17:45:05.908Z
OTTO-e44eaa85-f8dc-462c-9aee-8844840a3c8f,00e3b83f-1a54-473f-9963-edd441a48c00,B0BCJQ31XZ,,,https://www.amazon.com/BTSKY-3-Layer-Organizer-Adjustable-Multipurpose/dp/B0BCJQ31XZ/ref=sr_1_3,BTSKY 3-Layer Plastic Dividing Storage Box Craft Organizer and Storage with Adjustable Spacers Portable Handled Art Supply Organizer Multipurpose Home Utility Box Organizer (Pink),BTSKY,"Arts, Crafts & Sewing > Organization, Storage & Transport > Storage Boxes & Organizers",,20.99,false,5,in_stock,4.4,1003,90.26190476190476,exact,direct_match,ebay_browse_api,ebay_browse_api,,craft storage box,,Storage Boxes,high_velocity,91.39887592959667,25,78.37962994518375,75.85041666666667,100,65.29113924050637,28.344017094017097,84,0,0,0,0,0,0,0,23.92,0,86.27151475695251,validated,2026-05-24T17:45:36.256Z
