otto_product_id,export_batch_id,asin,parent_asin,child_asin,amazon_url,product_title,brand,amazon_category,variation_attributes,amazon_price,coupon_detected,delivery_days,stock_status,rating,review_count,source_confidence_score,product_match_type,opportunity_type,marketplace_signal_sources,primary_discovery_source,secondary_discovery_sources,core_keyword,related_keywords,ebay_category_hint,demand_type,sell_within_30_days_confidence,stagnation_risk_score,demand_score,category_velocity_score,keyword_demand_score,competitor_success_score,saturation_score,trend_momentum_score,policy_risk_score,vero_risk_score,restricted_category_risk_score,ip_risk_score,edge_case_risk_score,fragility_score,variation_confusion_score,total_cost_estimate,predicted_monthly_profit_per_100_listings,final_validation_score,validation_status,validated_at,raw_delivery_text,delivery_context,prime_signal_detected,prime_signal_source,fba_signal_detected,ships_from_amazon,sold_by_amazon,fulfilled_by_amazon,shipping_gate_result,shipping_review_required
OTTO-33e34a34-d726-451d-a41d-5dd8a095fb0b,64bfc231-5bf7-4caa-be42-e1b91a80f5d7,B0DTY91JWP,,,https://www.amazon.com/OLIPIC-Rolling-Adjustable-Warehouse-Firewood/dp/B0DTY91JWP/ref=sr_1_2,"Tire Rack, Rolling Tire Storage Rack 60"" X 59"" X 21"", Adjustable Metal Rolling Tire Rack for Indoor/Outdoor Use Tire Rack for Garage Warehouse, Also Be Used for Firewood Rack",OLIPIC,Automotive > Tools & Equipment > Tire & Wheel Tools > Tire Repair Tools,,95.75,false,8,in_stock,5,2,77.31428571428572,similar,direct_match,ebay_browse_api,ebay_browse_api,,garage storage rack,,Other Home Organization,steady,72.61201499118164,25,71.82029774872912,36.69027777777777,100,62.166666666666686,47.31617647058823,98,0,0,0,0,0,0,0,108.59,0,78.34909307241415,validated,2026-05-25T04:49:41.276Z,FREE delivery May 29 - June 2. Details,public_guest_zip,true,prime_badge,false,false,false,false,pass,false
OTTO-cbb71ad5-f1bf-4e41-882d-f5209a7ed919,64bfc231-5bf7-4caa-be42-e1b91a80f5d7,B0C8N81CZY,,,https://www.amazon.com/Management-Organizer-Accessories-Workspace-Organizers/dp/B0C8N81CZY/ref=sr_1_9,"Under Desk Cable Management Tray White, No Drill Desk Cable Management Organizer with Clamp for Desk Wire Management, PC Cord Organizer Accessories & Workspace Organizers for Office, Home",Kaiferty,Electronics > Accessories & Supplies > Cord Management > Cable Raceways,,13.99,false,4,in_stock,4.6,833,89.0952380952381,exact,direct_match,ebay_browse_api,ebay_browse_api,,desk cable organizer,,Cable Ties & Organizers,steady,79.00007757191295,25,68.93006324986959,49.72708333333334,100,61.999999999999986,40.23767605633803,92,15,0,0,0,20,0,0,15.99,0,77.17903836793911,validated,2026-05-25T04:55:57.739Z,"FREE delivery Friday, May 29 on orders shipped by Amazon over $35. Order within 4 mins",public_guest_zip,true,prime_badge,false,false,false,false,pass,false
OTTO-e4657369-1ae5-4c79-a2d3-ef348fc7ecf9,64bfc231-5bf7-4caa-be42-e1b91a80f5d7,B0B82MZVFG,,,https://www.amazon.com/NODOCA-Management-Punch-Free-Newest-Organizer/dp/B0B82MZVFG/ref=sr_1_10,"NODOCA No Drill Under Desk Cable Management Tray, 14'' Wire Management, Punch-Free Clamp on, Metal Cable Tray, Wire Organizer Under Desk, Under Desk Basket for Office and Home, Black",NODOCA,Electronics > Accessories & Supplies > Cord Management > Cable Raceways,,26.99,false,4,in_stock,4.5,1034,83.59420289855073,exact,direct_match,ebay_browse_api,ebay_browse_api,,desk cable organizer,,Cable Ties & Organizers,steady,81.70639813669956,25,70.60428766295432,49.79644444444444,100,60.05999999999999,37.20745920745921,88,15,0,0,0,20,0,0,30.72,0,78.7578858330612,validated,2026-05-25T04:54:56.135Z,"FREE delivery Friday, May 29 on orders shipped by Amazon over $35 Or fastest delivery Thursday, May 28. Order within 5 mins",public_guest_zip,false,"sold_by_amazon,fulfilled_by_amazon",true,false,true,true,pass,false
OTTO-899e5a90-6fda-44df-a0c2-c1e582d0696c,64bfc231-5bf7-4caa-be42-e1b91a80f5d7,B089B4XZM4,,,https://www.amazon.com/VIVO-Management-Holder-Organizer-DESK-AC06-1C/dp/B089B4XZM4/ref=sr_1_3,"VIVO Under Desk 17 inch Cable Management Tray, Power Strip Holder, Cord Organizer, Wire Tamer for Office and Home, Black, DESK-AC06-1C",,Electronics > Accessories & Supplies > Cord Management > Cable Raceways,,19.99,false,4,in_stock,4.6,1122,88,exact,direct_match,ebay_browse_api,ebay_browse_api,,desk cable organizer,,Cable Ties & Organizers,steady,83.01192695643863,25,71.62187485071212,50.93251028806585,100,65.59876543209859,47.24433388612493,100,0,0,0,0,0,0,0,22.79,0,80.96954419432329,validated,2026-05-25T04:56:11.061Z,"FREE delivery Friday, May 29 on orders shipped by Amazon over $35 Or fastest delivery Thursday, May 28. Order within 3 mins",public_guest_zip,true,"prime_badge,sold_by_amazon,fulfilled_by_amazon",true,false,true,true,pass,false
OTTO-b7a428b6-d040-48ec-94f6-026eff2e5589,64bfc231-5bf7-4caa-be42-e1b91a80f5d7,B08GCJ9LHB,,,https://www.amazon.com/Goplus-Foldable-Kneeler-Portable-Pouches/dp/B08GCJ9LHB/ref=sr_1_2,"Goplus Garden Kneeler and Seat, Foldable Garden Bench for Kneeling & Sitting, Widened 8"" EVA Soft Foam Pad, Heavy-Duty Garden Stool w/ 2 Large Tool Pouches, Gardening Gift for Women Men Seniors",Goplus,"Patio, Lawn & Garden > Gardening & Lawn Care > Gloves & Protective Gear > Workseats",,40.98,false,7,in_stock,4.6,724,77.88399503722084,similar,direct_match,ebay_browse_api,ebay_browse_api,,garden kneeling pad,,"Garden Kneelers, Cushions & Seats",steady,73.19786153744036,25,68.32485729457052,45.3111111111111,100,59.0092592592591,43.82616487455197,84,0,0,0,0,0,0,0,46.56,0,79.24692257273125,validated,2026-05-25T04:56:42.171Z,FREE delivery May 28 - June 1. Details,public_guest_zip,true,prime_badge,false,false,false,false,pass,false
OTTO-686b73a5-e0e9-4912-8bf9-7158e89c414a,64bfc231-5bf7-4caa-be42-e1b91a80f5d7,B0DS1QSHJL,,,https://www.amazon.com/Extra-Thick-Garden-Kneeling-Water-Resistant/dp/B0DS1QSHJL/ref=sr_1_1,"Extra Thick Garden Kneeling Pad - Foam Kneeling Pads for Gardening, Work & Exercise - Water-Resistant Knee Mat with Shock Absorbent Cushions for Baby Bath & Yoga, 17.2x11x1.5in, Black",fitply,"Patio, Lawn & Garden > Gardening & Lawn Care > Gloves & Protective Gear > Knee Pads & Kneeling Cushions",,10.99,false,7,in_stock,4.1,15,84.57407407407408,exact,direct_match,ebay_browse_api,ebay_browse_api,,garden kneeling pad,,"Garden Kneelers, Cushions & Seats",steady,81.19277449435255,25,75.88391121618078,59.67978723404255,100,65.44680851063856,39.972419227738385,80,0,0,0,0,0,0,0,12.6,0,80.76336698844237,validated,2026-05-25T04:56:55.229Z,"FREE delivery Monday, June 1 on orders shipped by Amazon over $35",public_guest_zip,true,prime_badge,false,false,false,false,pass,false
OTTO-831c3817-aa4d-45e5-82e7-f3cf92f50993,64bfc231-5bf7-4caa-be42-e1b91a80f5d7,B0GHZNDHKP,,,https://www.amazon.com/Grenebo-High-Density-Kneeling-Gardening-17-3%C3%9711%C3%971-6/dp/B0GHZNDHKP/ref=sr_1_2,"Grenebo High-Density NBR Foam Garden Kneeling Pad, 1.6"" Extra Thick Gardening Pads for Kneeling, Ultra Soft Kneeling Pads for Gardening, Work, Exercise, Yoga, 17.3×11×1.6 in (2, Black)",Grenebo,"Patio, Lawn & Garden > Gardening & Lawn Care > Gloves & Protective Gear > Knee Pads & Kneeling Cushions",,20.99,false,4,in_stock,4.8,407,76.50172413793103,similar,direct_match,ebay_browse_api,ebay_browse_api,,garden kneeling pad,,"Garden Kneelers, Cushions & Seats",steady,78.01942212824197,25,69.63856367789833,60.00735294117647,100,64.66911764705878,36.242147344374644,80,0,0,0,0,0,0,0,23.92,0,80.17642463543,validated,2026-05-25T04:57:08.741Z,"FREE delivery Friday, May 29 on orders shipped by Amazon over $35 Or fastest delivery Thursday, May 28. Order within 2 mins",public_guest_zip,false,,false,false,false,false,pass,false
OTTO-e3a54f7e-f367-45b9-9431-474f56f2efa1,64bfc231-5bf7-4caa-be42-e1b91a80f5d7,B0CMCS65GB,,,https://www.amazon.com/HOOPLE-Kneeling-Waterproof-Gardening-Lightweight/dp/B0CMCS65GB/ref=sr_1_1,"HOOPLE Extra Thick Kneeling Pad, Soft Foam Kneeling Cushion, Waterproof Gardening Knee Pads, Lightweight Knee Mat for Bathing, Workout Supplies, Exercise Yoga, Garden Work Gifts 17.5 x 11 x 1 in, Black",HOOPLE,"Patio, Lawn & Garden > Gardening & Lawn Care > Gloves & Protective Gear > Knee Pads & Kneeling Cushions",,12.99,false,4,in_stock,4.6,990,91.55000000000001,exact,direct_match,ebay_browse_api,ebay_browse_api,,garden kneeling pad,,Gardening Gloves & Knee Pads,high_velocity,88.93007703492438,25,75.49491933003385,58.32307692307693,100,62.87912087912096,31.11400050331348,86,15,0,0,0,20,0,0,14.86,0,81.63099505774125,validated,2026-05-25T04:58:07.273Z,"FREE delivery Friday, May 29 on orders shipped by Amazon over $35. Order within 2 mins",public_guest_zip,true,"prime_badge,sold_by_amazon,fulfilled_by_amazon",true,false,true,true,pass,false
OTTO-3a52aad1-fc4e-473b-8a01-c8f0ba3b19ed,64bfc231-5bf7-4caa-be42-e1b91a80f5d7,B07T9Z4NVP,,,https://www.amazon.com/Dimple-Kneeling-Kneelers-Gardening-Exercise/dp/B07T9Z4NVP/ref=sr_1_9,"Dimple Kneeling Pad, High Density Thick Foam Comfort Kneeling Mats for Gardening, Yoga Exercise, Garden Cushions, Knee Pads Black",Dimple,"Patio, Lawn & Garden > Gardening & Lawn Care > Gloves & Protective Gear > Knee Pads & Kneeling Cushions",,12.89,false,4,in_stock,4.5,2909,80.06140350877193,exact,direct_match,ebay_browse_api,ebay_browse_api,,garden kneeling pad,,"Garden Kneelers, Cushions & Seats",steady,84.72481281756306,25,73.22939794842301,59.71578947368418,100,66.73684210526332,47.241156169111306,92,0,0,0,0,0,0,0,14.75,0,82.93002258891767,validated,2026-05-25T04:58:27.129Z,"FREE delivery Friday, May 29 on orders shipped by Amazon over $35. Order within 1 min",public_guest_zip,false,,false,false,false,false,pass,false
OTTO-4bf998d6-8e29-413a-8bb7-0698a1116e5e,64bfc231-5bf7-4caa-be42-e1b91a80f5d7,B098QQ2B4B,,,https://www.amazon.com/HappyPicnic-Waterproof-Kneeling-Exercise-Planting/dp/B098QQ2B4B/ref=sr_1_1,"HappyPicnic Waterproof Garden Kneeling Pad - 2"" Thick Soft Foam Kneeling Mat for Gardeners with Handle & Removable Cover, Knee Support for Bathing, Grey",HappyPicnic,"Patio, Lawn & Garden > Gardening & Lawn Care > Gloves & Protective Gear > Knee Pads & Kneeling Cushions",,17.98,true,4,in_stock,4.7,1983,87.35,exact,direct_match,ebay_browse_api,ebay_browse_api,,garden kneeling pad,,"Garden Kneelers, Cushions & Seats",steady,84.19129555775227,25,72.2709665079744,60.36926406926407,100,65.62337662337673,39.624706002658755,78,0,0,0,0,0,0,0,20.51,0,82.50911384183038,validated,2026-05-25T04:58:41.817Z,"FREE delivery Friday, May 29 on orders shipped by Amazon over $35 Or fastest delivery Thursday, May 28. Order within 1 min",public_guest_zip,true,prime_badge,false,false,false,false,pass,false
