otto_product_id,export_batch_id,asin,parent_asin,child_asin,amazon_url,product_title,brand,amazon_category,variation_attributes,amazon_price,coupon_detected,delivery_days,stock_status,rating,review_count,source_confidence_score,product_match_type,opportunity_type,marketplace_signal_sources,primary_discovery_source,secondary_discovery_sources,core_keyword,related_keywords,ebay_category_hint,demand_type,sell_within_30_days_confidence,stagnation_risk_score,demand_score,category_velocity_score,keyword_demand_score,competitor_success_score,saturation_score,trend_momentum_score,policy_risk_score,vero_risk_score,restricted_category_risk_score,ip_risk_score,edge_case_risk_score,fragility_score,variation_confusion_score,total_cost_estimate,predicted_monthly_profit_per_100_listings,final_validation_score,validation_status,validated_at,raw_delivery_text,delivery_context,prime_signal_detected,prime_signal_source,fba_signal_detected,ships_from_amazon,sold_by_amazon,fulfilled_by_amazon,shipping_gate_result,shipping_review_required
OTTO-3d635599-53bb-42c2-bbc4-8425112e340c,e2f660a1-ca0a-4190-a33e-a35db5bb1cdc,B0DTY91JWP,,,https://www.amazon.com/OLIPIC-Rolling-Adjustable-Warehouse-Firewood/dp/B0DTY91JWP/ref=sr_1_2,"Tire Rack, Rolling Tire Storage Rack 60"" X 59"" X 21"", Adjustable Metal Rolling Tire Rack for Indoor/Outdoor Use Tire Rack for Garage Warehouse, Also Be Used for Firewood Rack",OLIPIC,Automotive > Tools & Equipment > Tire & Wheel Tools > Tire Repair Tools,,95.75,false,7,in_stock,5,2,77.31428571428572,similar,direct_match,ebay_browse_api,ebay_browse_api,,garage storage rack,,Other Home Organization,steady,71.30116236772488,25,72.0428240740741,37.59375000000001,100,63.072916666666785,46.458333333333336,96,0,0,0,0,0,0,0,108.59,0,78.75631963233528,validated,2026-05-26T04:12:56.995Z,FREE delivery May 29 - June 2. Details,public_guest_zip,true,prime_badge,false,false,false,false,pass,false
OTTO-4d08a400-1332-42cf-b461-426cab08e504,e2f660a1-ca0a-4190-a33e-a35db5bb1cdc,B0C8N81CZY,,,https://www.amazon.com/Management-Organizer-Accessories-Workspace-Organizers/dp/B0C8N81CZY/ref=sr_1_9,"Under Desk Cable Management Tray White, No Drill Desk Cable Management Organizer with Clamp for Desk Wire Management, PC Cord Organizer Accessories & Workspace Organizers for Office, Home",Kaiferty,Electronics > Accessories & Supplies > Cord Management > Cable Raceways,,13.99,false,4,in_stock,4.6,832,85.73076923076923,exact,direct_match,ebay_browse_api,ebay_browse_api,,desk cable organizer,,Cable Ties & Organizers,steady,79.25901108020825,25,69.40896761037605,49.66580086580086,100,61.88961038961037,39.76495335650265,94,15,0,0,0,20,0,0,15.99,0,77.16017032589215,validated,2026-05-26T04:17:23.371Z,"FREE delivery Saturday, May 30 on orders shipped by Amazon over $35 Or fastest delivery Friday, May 29. Order within 42 mins",public_guest_zip,true,prime_badge,false,false,false,false,pass,false
OTTO-072739df-8802-4a82-b2dc-164fe90c8391,e2f660a1-ca0a-4190-a33e-a35db5bb1cdc,B0B82MZVFG,,,https://www.amazon.com/NODOCA-Management-Punch-Free-Newest-Organizer/dp/B0B82MZVFG/ref=sr_1_10,"NODOCA No Drill Under Desk Cable Management Tray, 14'' Wire Management, Punch-Free Clamp on, Metal Cable Tray, Wire Organizer Under Desk, Under Desk Basket for Office and Home, Black",NODOCA,Electronics > Accessories & Supplies > Cord Management > Cable Raceways,,26.99,false,4,in_stock,4.5,1034,83.59420289855073,exact,direct_match,ebay_browse_api,ebay_browse_api,,desk cable organizer,,Cable Ties & Organizers,steady,80.28629482569721,25,69.61558982051336,49.95990338164251,100,60.42753623188399,39.87393289656542,88,15,0,0,0,20,0,0,30.72,0,78.1971597434874,validated,2026-05-26T04:18:55.376Z,"FREE delivery Saturday, May 30 on orders shipped by Amazon over $35 Or Prime members get FREE delivery Thursday, May 28. Order within 41 mins. Join Prime (function(f) {var _np=(window.P._namespace(""udm-sfx-prime-signup-ingress-script""));if(_np.guardFatal){_np.guardFatal(f)(_np);}else{f(_np);}}(function(P) { P.when('ready').execute(""udm-sfx-prime-signup-ingress-handler"", () => { P.load.js(""https://d2lbyuknrhysf9.cloudfront.net/SFXInjectableScript.js""); P.when(""sfx-injectable"").execute(""udm-sfx-prime-signup-ingress-flow"", async (api) => { const clientId = ""DetailPage""; const ingressId = ""sdmPrimeUpsell""; const redirectURL = btoa(window.location.pathname); const linkId = ""udm-sfx-prime-signup-trigger""; const experienceUUID = api.initiate({ clientId, ingressId, redirectURL, planOptimizationId: ""default"" }, {}); const ingressButtons = document.querySelectorAll(""#"" + linkId); ingressButtons.forEach(button => { button.onclick = () => { api.show(experienceUUID); }; }); /* look at the query params to see if we need to open the injectable immediately in the case of sign-in redirect */ const queryString = window.location.search; const urlParams = new URLSearchParams(queryString); const loadInjectableValue = urlParams.get('loadInjectable'); if (loadInjectableValue) { const [currClientId, currIngressId] = loadInjectableValue.split(""_""); if (currClientId === clientId && currIngressId === ingressId) { api.show(experienceUUID); } } }); }); }));",public_guest_zip,true,"prime_badge,delivery_text_prime,sold_by_amazon,fulfilled_by_amazon",true,false,true,true,pass,false
OTTO-3a763ec4-96fb-4401-9773-828c1abc37ac,e2f660a1-ca0a-4190-a33e-a35db5bb1cdc,B089B4XZM4,,,https://www.amazon.com/VIVO-Management-Holder-Organizer-DESK-AC06-1C/dp/B089B4XZM4/ref=sr_1_1,"VIVO Under Desk 17 inch Cable Management Tray, Power Strip Holder, Cord Organizer, Wire Tamer for Office and Home, Black, DESK-AC06-1C",,Electronics > Accessories & Supplies > Cord Management > Cable Raceways,,19.99,false,4,in_stock,4.6,1123,88,exact,direct_match,ebay_browse_api,ebay_browse_api,,desk cable organizer,,Cable Ties & Organizers,steady,83.9048945459017,25,71.76744758039719,50.65384615384615,100,64.48717948717932,49.831211953514114,100,0,0,0,0,0,0,0,22.79,0,81.00645791059458,validated,2026-05-26T04:19:12.200Z,"FREE delivery Saturday, May 30 on orders shipped by Amazon over $35 Or Prime members get FREE delivery Thursday, May 28. Order within 40 mins. Join Prime (function(f) {var _np=(window.P._namespace(""udm-sfx-prime-signup-ingress-script""));if(_np.guardFatal){_np.guardFatal(f)(_np);}else{f(_np);}}(function(P) { P.when('ready').execute(""udm-sfx-prime-signup-ingress-handler"", () => { P.load.js(""https://d2lbyuknrhysf9.cloudfront.net/SFXInjectableScript.js""); P.when(""sfx-injectable"").execute(""udm-sfx-prime-signup-ingress-flow"", async (api) => { const clientId = ""DetailPage""; const ingressId = ""sdmPrimeUpsell""; const redirectURL = btoa(window.location.pathname); const linkId = ""udm-sfx-prime-signup-trigger""; const experienceUUID = api.initiate({ clientId, ingressId, redirectURL, planOptimizationId: ""default"" }, {}); const ingressButtons = document.querySelectorAll(""#"" + linkId); ingressButtons.forEach(button => { button.onclick = () => { api.show(experienceUUID); }; }); /* look at the query params to see if we need to open the injectable immediately in the case of sign-in redirect */ const queryString = window.location.search; const urlParams = new URLSearchParams(queryString); const loadInjectableValue = urlParams.get('loadInjectable'); if (loadInjectableValue) { const [currClientId, currIngressId] = loadInjectableValue.split(""_""); if (currClientId === clientId && currIngressId === ingressId) { api.show(experienceUUID); } } }); }); }));",public_guest_zip,true,"prime_badge,delivery_text_prime,sold_by_amazon,fulfilled_by_amazon",true,false,true,true,pass,false
OTTO-72d57e1a-20e6-4d85-8c70-e76ede1c766c,e2f660a1-ca0a-4190-a33e-a35db5bb1cdc,B0BZ3GHM8N,,,https://www.amazon.com/Under-Management-Organizer-Office-Standing/dp/B0BZ3GHM8N/ref=sr_1_1,"Under Desk Cable Management Tray No Drill, Metal Mesh Cable Management Under Desk with Clamp Mount, 2 Hole Cable Tray with Wire Management and Cord Organizer for Home Office Standing Desk",Litwaro,Electronics > Accessories & Supplies > Cord Management > Cable Raceways,,13.99,false,4,in_stock,4.7,3065,88.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,desk cable organizer,,Cable Ties & Organizers,steady,81.383192651278,25,70.62728547209177,50.06458333333334,100,61.9999999999998,39.61267605633803,96,15,0,0,0,20,0,0,15.99,0,78.0567110771743,validated,2026-05-26T04:20:02.604Z,"FREE delivery Saturday, May 30 on orders shipped by Amazon over $35",public_guest_zip,true,prime_badge,false,false,false,false,pass,false
OTTO-4833c8f8-90b0-4ebd-a7c4-6074bcbfb9c2,e2f660a1-ca0a-4190-a33e-a35db5bb1cdc,B08GCJ9LHB,,,https://www.amazon.com/Goplus-Foldable-Kneeler-Portable-Pouches/dp/B08GCJ9LHB/ref=sr_1_4,"Goplus Garden Kneeler and Seat, Foldable Garden Bench for Kneeling & Sitting, Widened 8"" EVA Soft Foam Pad, Heavy-Duty Garden Stool w/ 2 Large Tool Pouches, Gardening Gift for Women Men Seniors",Goplus,"Patio, Lawn & Garden > Gardening & Lawn Care > Gloves & Protective Gear > Workseats",,40.98,false,6,in_stock,4.6,724,77.88399503722084,similar,direct_match,ebay_browse_api,ebay_browse_api,,garden kneeling pad,,"Garden Kneelers, Cushions & Seats",steady,70.60085976222753,25,68.07015302332493,44.875471698113195,100,58.85849056603785,44.32625167137127,92,0,0,0,0,0,0,0,46.56,0,78.61671539300892,validated,2026-05-26T04:21:18.640Z,FREE delivery May 28 - June 1. Details,public_guest_zip,false,,false,false,false,false,pass,false
OTTO-eb242268-3c41-464b-af53-5297c875e2ef,e2f660a1-ca0a-4190-a33e-a35db5bb1cdc,B0CMCS65GB,,,https://www.amazon.com/HOOPLE-Kneeling-Waterproof-Gardening-Lightweight/dp/B0CMCS65GB/ref=sr_1_1,"HOOPLE Extra Thick Kneeling Pad, Soft Foam Kneeling Cushion, Waterproof Gardening Knee Pads, Lightweight Knee Mat for Bathing, Workout Supplies, Exercise Yoga, Garden Work Gifts 17.5 x 11 x 1 in, Black",HOOPLE,"Patio, Lawn & Garden > Gardening & Lawn Care > Gloves & Protective Gear > Knee Pads & Kneeling Cushions",,12.99,false,4,in_stock,4.6,991,91.55000000000001,exact,direct_match,ebay_browse_api,ebay_browse_api,,garden kneeling pad,,Gardening Gloves & Knee Pads,high_velocity,90.04839126098669,25,76.29345319650665,57.39890109890111,100,63.45054945054954,30.732321114000502,88,15,0,0,0,20,0,0,14.86,0,81.92286104692593,validated,2026-05-26T04:22:25.537Z,"FREE delivery Saturday, May 30 on orders shipped by Amazon over $35 Or fastest delivery Friday, May 29. Order within 37 mins",public_guest_zip,true,"prime_badge,sold_by_amazon,fulfilled_by_amazon",true,false,true,true,pass,false
OTTO-ace92ebe-cd17-478d-8451-9993ec56192f,e2f660a1-ca0a-4190-a33e-a35db5bb1cdc,B098QQ2B4B,,,https://www.amazon.com/HappyPicnic-Waterproof-Kneeling-Exercise-Planting/dp/B098QQ2B4B/ref=sr_1_1,"HappyPicnic Waterproof Garden Kneeling Pad - 2"" Thick Soft Foam Kneeling Mat for Gardeners with Handle & Removable Cover, Knee Support for Bathing, Grey",HappyPicnic,"Patio, Lawn & Garden > Gardening & Lawn Care > Gloves & Protective Gear > Knee Pads & Kneeling Cushions",,17.98,true,4,in_stock,4.7,1982,87.35,exact,direct_match,ebay_browse_api,ebay_browse_api,,garden kneeling pad,,"Garden Kneelers, Cushions & Seats",steady,83.6708973944875,25,71.98340869939706,58.86666666666666,100,65.59374999999994,38.468992248062015,78,0,0,0,0,0,0,0,20.51,0,81.87638332207736,validated,2026-05-26T04:22:47.116Z,"FREE delivery Saturday, May 30 on orders shipped by Amazon over $35 Or fastest delivery Friday, May 29. Order within 37 mins",public_guest_zip,true,prime_badge,false,false,false,false,pass,false
OTTO-98816611-7537-4180-b47c-6c826ec39825,e2f660a1-ca0a-4190-a33e-a35db5bb1cdc,B0D6FP8CS2,,,https://www.amazon.com/YSSOA-2024-Garden-Kneeler-Seat/dp/B0D6FP8CS2/ref=sr_1_9,"YSSOA New Garden Kneeler and Seat, Foldable Kneeling Bench, Hold Up to 330lb, with Sturdy Soft EVA Foam Pad and 2 Tool Pouch for Gardening, Fishing, Camping, Green",YSSOA,"Patio, Lawn & Garden > Gardening & Lawn Care > Gloves & Protective Gear > Workseats",,32.99,false,8,in_stock,4.7,603,78.15318302387269,similar,direct_match,ebay_browse_api,ebay_browse_api,,garden kneeling pad,,"Garden Kneelers, Cushions & Seats",steady,72.35517831604453,25,68.60514096185744,45.30784313725489,100,59.77450980392182,45.77699736611062,84,0,0,0,0,0,0,0,37.51,0,78.806700503932,validated,2026-05-26T04:23:01.862Z,"FREE delivery Wednesday, June 3. Details Or fastest delivery Thursday, May 28. Order within 2 hrs 37 mins. Details",public_guest_zip,true,prime_badge,false,false,false,false,pass,false
OTTO-6673b778-b3b0-49f7-9b2c-0903f815aa1d,e2f660a1-ca0a-4190-a33e-a35db5bb1cdc,B0BVVDC3KH,,,https://www.amazon.com/WORKPRO-Kneeling-Cushioning-Gardening-Supplies/dp/B0BVVDC3KH/ref=sr_1_3,"WORKPRO Extra Thick Kneeling Pad, Soft NBR Foam Cushioning for Knee, Large Foam Kneeler Mat for Gardening, Bathing Baby, Exercise, Workout Supplies, 17.5 x 11 x 1.5 in, Black",WORKPRO,"Patio, Lawn & Garden > Gardening & Lawn Care > Gloves & Protective Gear > Knee Pads & Kneeling Cushions",,15.19,false,4,in_stock,4.8,4046,75.1547619047619,similar,direct_match,ebay_browse_api,ebay_browse_api,,garden kneeling pad,,Gardening Gloves & Knee Pads,high_velocity,89.80467464992874,25,76.40265845169687,61.41632653061223,100,66.6144540290345,40.327130852340936,80,0,0,0,0,0,0,0,17.35,0,83.7356025616276,validated,2026-05-26T04:23:49.877Z,"FREE delivery Saturday, May 30 on orders shipped by Amazon over $35",public_guest_zip,true,prime_badge,false,false,false,false,pass,false
