otto_product_id,export_batch_id,asin,parent_asin,child_asin,amazon_url,product_title,brand,amazon_category,variation_attributes,amazon_price,coupon_detected,delivery_days,stock_status,rating,review_count,source_confidence_score,product_match_type,opportunity_type,marketplace_signal_sources,primary_discovery_source,secondary_discovery_sources,core_keyword,related_keywords,ebay_category_hint,demand_type,sell_within_30_days_confidence,stagnation_risk_score,demand_score,category_velocity_score,keyword_demand_score,competitor_success_score,saturation_score,trend_momentum_score,policy_risk_score,vero_risk_score,restricted_category_risk_score,ip_risk_score,edge_case_risk_score,fragility_score,variation_confusion_score,business_fit_score,competition_quality_score,total_cost_estimate,predicted_monthly_profit_per_100_listings,final_validation_score,validation_status,validated_at,raw_delivery_text,delivery_context,prime_signal_detected,prime_signal_source,fba_signal_detected,ships_from_amazon,sold_by_amazon,fulfilled_by_amazon,shipping_gate_result,shipping_review_required
OTTO-1b8215b9-7c74-407c-80fb-c224d086e1b5,b68c2fac-d2e7-4b4b-b427-14cf7bf6dda0,B04YRKHHHH,,,https://www.amazon.com/dp/B04YRKHHHH,Mock product B04YRKHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,under sink organizer,,Home & Garden,steady,78.57265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,0,0,0,0,0,0,0,96.4,97.5,27.33,0,84.89082175925925,validated,2026-05-27T06:56:44.230Z,,,,,,,,,,
OTTO-989d7331-eb6d-4708-9c98-e2e852a25534,b68c2fac-d2e7-4b4b-b427-14cf7bf6dda0,B05YRKHHHH,,,https://www.amazon.com/dp/B05YRKHHHH,Mock product B05YRKHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,under sink organizer,,Home & Garden,steady,78.57265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,0,0,0,0,0,0,0,96.4,97.5,27.33,0,84.89082175925925,validated,2026-05-27T06:56:46.860Z,,,,,,,,,,
OTTO-43c1a5b9-43ac-48de-818e-1bb23bce17e6,b68c2fac-d2e7-4b4b-b427-14cf7bf6dda0,B06YRKHHHH,,,https://www.amazon.com/dp/B06YRKHHHH,Mock product B06YRKHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,under sink organizer,,Home & Garden,steady,78.57265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,0,0,0,0,0,0,0,96.4,97.5,27.33,0,84.89082175925925,validated,2026-05-27T06:56:49.457Z,,,,,,,,,,
OTTO-39f98e59-d12f-4d11-a3a0-ab1affc8d9f1,b68c2fac-d2e7-4b4b-b427-14cf7bf6dda0,B07YRKHHHH,,,https://www.amazon.com/dp/B07YRKHHHH,Mock product B07YRKHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,under sink organizer,,Home & Garden,steady,78.57265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,0,0,0,0,0,0,0,96.4,97.5,27.33,0,84.89082175925925,validated,2026-05-27T06:56:52.138Z,,,,,,,,,,
OTTO-0f8a816f-e344-406c-b062-384a849e1a83,b68c2fac-d2e7-4b4b-b427-14cf7bf6dda0,B08YRKHHHH,,,https://www.amazon.com/dp/B08YRKHHHH,Mock product B08YRKHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,under sink organizer,,Home & Garden,steady,78.57265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,0,0,0,0,0,0,0,96.4,97.5,27.33,0,84.89082175925925,validated,2026-05-27T06:56:54.732Z,,,,,,,,,,
OTTO-fe9f65ae-24be-43b0-91db-26a30c543f26,b68c2fac-d2e7-4b4b-b427-14cf7bf6dda0,B0FQAJHHHH,,,https://www.amazon.com/dp/B0FQAJHHHH,Mock product B0FQAJHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,garage storage rack,,Home & Garden,steady,78.57265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,0,0,0,0,0,0,0,96.4,97.5,27.33,0,84.89082175925925,validated,2026-05-27T06:56:57.317Z,,,,,,,,,,
OTTO-90a38936-787c-4f74-bf72-4c6cf22df7d3,b68c2fac-d2e7-4b4b-b427-14cf7bf6dda0,B0GQAJHHHH,,,https://www.amazon.com/dp/B0GQAJHHHH,Mock product B0GQAJHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,garage storage rack,,Home & Garden,steady,78.57265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,0,0,0,0,0,0,0,96.4,97.5,27.33,0,84.89082175925925,validated,2026-05-27T06:56:59.899Z,,,,,,,,,,
OTTO-6bcf38b3-f1d7-4045-8202-63031a0e16d8,b68c2fac-d2e7-4b4b-b427-14cf7bf6dda0,B0HQAJHHHH,,,https://www.amazon.com/dp/B0HQAJHHHH,Mock product B0HQAJHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,garage storage rack,,Home & Garden,steady,78.57265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,0,0,0,0,0,0,0,96.4,97.5,27.33,0,84.89082175925925,validated,2026-05-27T06:57:02.467Z,,,,,,,,,,
OTTO-c0f23e2b-15d3-45db-8ae5-b82f12d6b044,b68c2fac-d2e7-4b4b-b427-14cf7bf6dda0,B0JQAJHHHH,,,https://www.amazon.com/dp/B0JQAJHHHH,Mock product B0JQAJHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,garage storage rack,,Home & Garden,steady,78.57265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,0,0,0,0,0,0,0,96.4,97.5,27.33,0,84.89082175925925,validated,2026-05-27T06:57:05.117Z,,,,,,,,,,
OTTO-ba8b6838-408a-4224-a3c9-04d2947c4217,b68c2fac-d2e7-4b4b-b427-14cf7bf6dda0,B0KQAJHHHH,,,https://www.amazon.com/dp/B0KQAJHHHH,Mock product B0KQAJHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,garage storage rack,,Home & Garden,steady,78.57265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,0,0,0,0,0,0,0,96.4,97.5,27.33,0,84.89082175925925,validated,2026-05-27T06:57:07.840Z,,,,,,,,,,
