otto_product_id,asin,amazon_url,product_title,brand,amazon_price,delivery_days,raw_delivery_text,delivery_context,prime_signal_detected,prime_signal_source,fba_signal_detected,ships_from_amazon,sold_by_amazon,fulfilled_by_amazon,shipping_gate_result,shipping_review_required,competition_quality_score,exact_match_saturation_score,duplicate_listing_score,price_compression_score,seller_count,exact_or_similar_match_count,duplicate_ratio,competition_gate_result,competition_rejection_reason,sell_within_30_days_confidence,stagnation_risk_score,policy_risk_score,final_validation_score,would_list_yes_no,asin_real_yes_no,demand_makes_sense_yes_no,low_risk_yes_no,notes
OTTO-9d38d1d0-9d0a-4549-b6d1-4c3edd0ba694,B04YRKHHHH,https://www.amazon.com/dp/B04YRKHHHH,Mock product B04YRKHHHH,OttoMock,24,2,,,,,,,,,,,97.5,,,,,,,,,78.57265211640211,20,0,84.89082175925925,,,,,
OTTO-2733819c-f318-42ef-81ca-14ad7a9bdf77,B05YRKHHHH,https://www.amazon.com/dp/B05YRKHHHH,Mock product B05YRKHHHH,OttoMock,24,2,,,,,,,,,,,97.5,,,,,,,,,78.57265211640211,20,0,84.89082175925925,,,,,
OTTO-8c83af06-c2bd-410e-9492-adf4560b520e,B06YRKHHHH,https://www.amazon.com/dp/B06YRKHHHH,Mock product B06YRKHHHH,OttoMock,24,2,,,,,,,,,,,97.5,,,,,,,,,78.57265211640211,20,0,84.89082175925925,,,,,
OTTO-b13a788d-bf87-4f7c-a4b7-95029d2b3ba3,B07YRKHHHH,https://www.amazon.com/dp/B07YRKHHHH,Mock product B07YRKHHHH,OttoMock,24,2,,,,,,,,,,,97.5,,,,,,,,,78.57265211640211,20,0,84.89082175925925,,,,,
OTTO-91736c68-7e0c-4da3-85a5-db7a63e0837d,B08YRKHHHH,https://www.amazon.com/dp/B08YRKHHHH,Mock product B08YRKHHHH,OttoMock,24,2,,,,,,,,,,,97.5,,,,,,,,,78.57265211640211,20,0,84.89082175925925,,,,,
OTTO-89ddf5df-7752-4897-b9e0-b4306f21173b,B0FQAJHHHH,https://www.amazon.com/dp/B0FQAJHHHH,Mock product B0FQAJHHHH,OttoMock,24,2,,,,,,,,,,,97.5,,,,,,,,,78.57265211640211,20,0,84.89082175925925,,,,,
OTTO-7042848d-048e-4efd-a5bf-21602411e779,B0GQAJHHHH,https://www.amazon.com/dp/B0GQAJHHHH,Mock product B0GQAJHHHH,OttoMock,24,2,,,,,,,,,,,97.5,,,,,,,,,78.57265211640211,20,0,84.89082175925925,,,,,
OTTO-036c94c9-b1e4-4af2-a917-9cd5440466f5,B0HQAJHHHH,https://www.amazon.com/dp/B0HQAJHHHH,Mock product B0HQAJHHHH,OttoMock,24,2,,,,,,,,,,,97.5,,,,,,,,,78.57265211640211,20,0,84.89082175925925,,,,,
OTTO-afa71d78-89f2-46e3-ba28-fa730cdece05,B0JQAJHHHH,https://www.amazon.com/dp/B0JQAJHHHH,Mock product B0JQAJHHHH,OttoMock,24,2,,,,,,,,,,,97.5,,,,,,,,,78.57265211640211,20,0,84.89082175925925,,,,,
OTTO-cc8d86c9-10f7-4c28-bb73-4621efd2c431,B0KQAJHHHH,https://www.amazon.com/dp/B0KQAJHHHH,Mock product B0KQAJHHHH,OttoMock,24,2,,,,,,,,,,,97.5,,,,,,,,,78.57265211640211,20,0,84.89082175925925,,,,,
OTTO-d76be526-6204-493f-9d2c-f71b4bbfe8c1,B0XGRJHHHH,https://www.amazon.com/dp/B0XGRJHHHH,Mock product B0XGRJHHHH,OttoMock,24,2,,,,,,,,,,,97.5,,,,,,,,,78.57265211640211,20,0,84.89082175925925,,,,,
OTTO-cc3067a2-ea65-4579-8fdd-3c524ef616af,B0YGRJHHHH,https://www.amazon.com/dp/B0YGRJHHHH,Mock product B0YGRJHHHH,OttoMock,24,2,,,,,,,,,,,97.5,,,,,,,,,78.57265211640211,20,0,84.89082175925925,,,,,
OTTO-45f9e6e9-c38d-47a3-a472-2d6bb62b5468,B0ZGRJHHHH,https://www.amazon.com/dp/B0ZGRJHHHH,Mock product B0ZGRJHHHH,OttoMock,24,2,,,,,,,,,,,97.5,,,,,,,,,78.57265211640211,20,0,84.89082175925925,,,,,
OTTO-04e6e71a-d2d0-4186-89ec-fa88db9b7b16,B02GRJHHHH,https://www.amazon.com/dp/B02GRJHHHH,Mock product B02GRJHHHH,OttoMock,24,2,,,,,,,,,,,97.5,,,,,,,,,78.57265211640211,20,0,84.89082175925925,,,,,
OTTO-3f866577-cd48-4525-8772-e9d4b4dd0cf6,B03GRJHHHH,https://www.amazon.com/dp/B03GRJHHHH,Mock product B03GRJHHHH,OttoMock,24,2,,,,,,,,,,,97.5,,,,,,,,,78.57265211640211,20,0,84.89082175925925,,,,,
OTTO-278964e8-2ff0-4a97-9670-0db46e497bd6,B0HTXHHHHH,https://www.amazon.com/dp/B0HTXHHHHH,Mock product B0HTXHHHHH,OttoMock,24,2,,,,,,,,,,,97.5,,,,,,,,,78.65122354497353,20,0,84.91046461640211,,,,,
