otto_product_id,export_batch_id,asin,parent_asin,child_asin,amazon_url,product_title,brand,amazon_category,variation_attributes,amazon_price,coupon_detected,delivery_days,stock_status,rating,review_count,source_confidence_score,product_match_type,opportunity_type,marketplace_signal_sources,primary_discovery_source,secondary_discovery_sources,core_keyword,related_keywords,ebay_category_hint,demand_type,sell_within_30_days_confidence,stagnation_risk_score,demand_score,category_velocity_score,keyword_demand_score,competitor_success_score,saturation_score,trend_momentum_score,policy_risk_score,vero_risk_score,restricted_category_risk_score,ip_risk_score,edge_case_risk_score,fragility_score,variation_confusion_score,business_fit_score,competition_quality_score,total_cost_estimate,predicted_monthly_profit_per_100_listings,final_validation_score,validation_status,validated_at,raw_delivery_text,delivery_context,prime_signal_detected,prime_signal_source,fba_signal_detected,ships_from_amazon,sold_by_amazon,fulfilled_by_amazon,shipping_gate_result,shipping_review_required
OTTO-fb000a5e-464b-4e0c-a5a7-c20ce9d816b7,aba9ec63-38fe-48c1-8e12-8881cd7f53d4,B04YRKHHHH,,,https://www.amazon.com/dp/B04YRKHHHH,Mock product B04YRKHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,under sink organizer,,Home & Garden,steady,78.57265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,0,0,0,0,0,0,0,96.4,97.5,27.33,0,84.89082175925925,validated,2026-05-28T04:18:59.600Z,,,,,,,,,,
OTTO-7e3d93ef-afde-4537-a83c-ccc0d95a3714,aba9ec63-38fe-48c1-8e12-8881cd7f53d4,B05YRKHHHH,,,https://www.amazon.com/dp/B05YRKHHHH,Mock product B05YRKHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,under sink organizer,,Home & Garden,steady,78.57265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,0,0,0,0,0,0,0,96.4,97.5,27.33,0,84.89082175925925,validated,2026-05-28T04:19:02.884Z,,,,,,,,,,
OTTO-2996b1b7-ca93-4395-bfca-2060fa07f110,aba9ec63-38fe-48c1-8e12-8881cd7f53d4,B06YRKHHHH,,,https://www.amazon.com/dp/B06YRKHHHH,Mock product B06YRKHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,under sink organizer,,Home & Garden,steady,78.57265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,0,0,0,0,0,0,0,96.4,97.5,27.33,0,84.89082175925925,validated,2026-05-28T04:19:06.426Z,,,,,,,,,,
OTTO-a0ad5b48-c0ea-442c-855e-e41ef3896a48,aba9ec63-38fe-48c1-8e12-8881cd7f53d4,B07YRKHHHH,,,https://www.amazon.com/dp/B07YRKHHHH,Mock product B07YRKHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,under sink organizer,,Home & Garden,steady,78.57265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,0,0,0,0,0,0,0,96.4,97.5,27.33,0,84.89082175925925,validated,2026-05-28T04:19:09.688Z,,,,,,,,,,
OTTO-fcf5293c-3e16-413b-bbfe-48d410b0ac65,aba9ec63-38fe-48c1-8e12-8881cd7f53d4,B08YRKHHHH,,,https://www.amazon.com/dp/B08YRKHHHH,Mock product B08YRKHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,under sink organizer,,Home & Garden,steady,78.57265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,0,0,0,0,0,0,0,96.4,97.5,27.33,0,84.89082175925925,validated,2026-05-28T04:19:12.980Z,,,,,,,,,,
OTTO-ccac93b3-a675-4449-bca5-4993154c96bc,aba9ec63-38fe-48c1-8e12-8881cd7f53d4,B0FQAJHHHH,,,https://www.amazon.com/dp/B0FQAJHHHH,Mock product B0FQAJHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,garage storage rack,,Home & Garden,steady,78.57265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,0,0,0,0,0,0,0,96.4,97.5,27.33,0,84.89082175925925,validated,2026-05-28T04:19:16.300Z,,,,,,,,,,
OTTO-209fc057-9d97-4238-8008-817411efc929,aba9ec63-38fe-48c1-8e12-8881cd7f53d4,B0GQAJHHHH,,,https://www.amazon.com/dp/B0GQAJHHHH,Mock product B0GQAJHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,garage storage rack,,Home & Garden,steady,78.57265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,0,0,0,0,0,0,0,96.4,97.5,27.33,0,84.89082175925925,validated,2026-05-28T04:19:19.611Z,,,,,,,,,,
OTTO-c4b2d614-76fd-4608-b13d-cb8155748aa3,aba9ec63-38fe-48c1-8e12-8881cd7f53d4,B0HQAJHHHH,,,https://www.amazon.com/dp/B0HQAJHHHH,Mock product B0HQAJHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,garage storage rack,,Home & Garden,steady,78.57265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,0,0,0,0,0,0,0,96.4,97.5,27.33,0,84.89082175925925,validated,2026-05-28T04:19:22.921Z,,,,,,,,,,
OTTO-c999d3a7-589b-4f81-bf85-f7d14e888f79,aba9ec63-38fe-48c1-8e12-8881cd7f53d4,B0JQAJHHHH,,,https://www.amazon.com/dp/B0JQAJHHHH,Mock product B0JQAJHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,garage storage rack,,Home & Garden,steady,78.57265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,0,0,0,0,0,0,0,96.4,97.5,27.33,0,84.89082175925925,validated,2026-05-28T04:19:26.229Z,,,,,,,,,,
OTTO-56ef1950-a7ba-45a5-872d-50b65ccfba7f,aba9ec63-38fe-48c1-8e12-8881cd7f53d4,B0KQAJHHHH,,,https://www.amazon.com/dp/B0KQAJHHHH,Mock product B0KQAJHHHH,OttoMock,Home & Kitchen > Storage & Organization,,24,true,2,in_stock,4.4,654,94.5,exact,direct_match,ebay_browse_api,ebay_browse_api,,garage storage rack,,Home & Garden,steady,78.57265211640211,20,76.55886243386243,59,100,75,53.63095238095238,70,0,0,0,0,0,0,0,96.4,97.5,27.33,0,84.89082175925925,validated,2026-05-28T04:19:29.508Z,,,,,,,,,,
